boundary,filmfest_offset,TR_offset,consensus_offset
False,948,632,0
False,949,633,1
False,950,633,2
False,951,634,3
False,952,635,4
False,953,635,5
False,954,636,6
True,955,637,7
False,956,637,8
False,957,638,9
False,958,639,10
False,959,639,11
False,960,640,12
False,961,641,13
False,962,641,14
True,963,642,15
False,964,643,16
False,965,643,17
False,966,644,18
False,967,645,19
False,968,645,20
False,969,646,21
False,970,647,22
False,971,647,23
False,972,648,24
False,973,649,25
False,974,649,26
False,975,650,27
False,976,651,28
False,977,651,29
False,978,652,30
True,979,653,31
True,980,653,32
False,981,654,33
False,982,655,34
False,983,655,35
False,984,656,36
False,985,657,37
False,986,657,38
False,987,658,39
False,988,659,40
False,989,659,41
False,990,660,42
False,991,661,43
False,992,661,44
False,993,662,45
False,994,663,46
False,995,663,47
False,996,664,48
False,997,665,49
False,998,665,50
False,999,666,51
False,1000,667,52
False,1001,667,53
False,1002,668,54
False,1003,669,55
False,1004,669,56
False,1005,670,57
False,1006,671,58
True,1007,671,59
True,1008,672,60
False,1009,673,61
False,1010,673,62
False,1011,674,63
False,1012,675,64
False,1013,675,65
False,1014,676,66
False,1015,677,67
False,1016,677,68
False,1017,678,69
False,1018,679,70
False,1019,679,71
False,1020,680,72
False,1021,681,73
False,1022,681,74
False,1023,682,75
False,1024,683,76
False,1025,683,77
False,1026,684,78
False,1027,685,79
False,1028,685,80
False,1029,686,81
False,1030,687,82
False,1031,687,83
False,1032,688,84
False,1033,689,85
False,1034,689,86
False,1035,690,87
False,1036,691,88
False,1037,691,89
False,1038,692,90
False,1039,693,91
False,1040,693,92
False,1041,694,93
False,1042,695,94
False,1043,695,95
False,1044,696,96
False,1045,697,97
False,1046,697,98
False,1047,698,99
False,1048,699,100
False,1049,699,101
False,1050,700,102
False,1051,701,103
False,1052,701,104
False,1053,702,105
False,1054,703,106
False,1055,703,107
False,1056,704,108
True,1057,705,109
False,1058,705,110
False,1059,706,111
False,1060,707,112
False,1061,707,113
