boundary,filmfest_offset,TR_offset,consensus_offset
False,1062,708,114
False,1063,709,115
False,1064,709,116
False,1065,710,117
False,1066,711,118
False,1067,711,119
False,1068,712,120
False,1069,713,121
False,1070,713,122
False,1071,714,123
False,1072,715,124
False,1073,715,125
False,1074,716,126
False,1075,717,127
False,1076,717,128
False,1077,718,129
False,1078,719,130
True,1079,719,131
True,1080,720,132
False,1081,721,133
False,1082,721,134
False,1083,722,135
False,1084,723,136
False,1085,723,137
False,1086,724,138
False,1087,725,139
False,1088,725,140
False,1089,726,141
False,1090,727,142
False,1091,727,143
False,1092,728,144
False,1093,729,145
False,1094,729,146
False,1095,730,147
False,1096,731,148
False,1097,731,149
False,1098,732,150
False,1099,733,151
False,1100,733,152
False,1101,734,153
False,1102,735,154
False,1103,735,155
False,1104,736,156
False,1105,737,157
False,1106,737,158
False,1107,738,159
False,1108,739,160
False,1109,739,161
False,1110,740,162
False,1111,741,163
False,1112,741,164
False,1113,742,165
False,1114,743,166
False,1115,743,167
False,1116,744,168
False,1117,745,169
False,1118,745,170
False,1119,746,171
False,1120,747,172
False,1121,747,173
False,1122,748,174
False,1123,749,175
False,1124,749,176
False,1125,750,177
False,1126,751,178
False,1127,751,179
False,1128,752,180
False,1129,753,181
True,1130,753,182
False,1131,754,183
False,1132,755,184
False,1133,755,185
False,1134,756,186
False,1135,757,187
False,1136,757,188
False,1137,758,189
False,1138,759,190
False,1139,759,191
False,1140,760,192
False,1141,761,193
False,1142,761,194
False,1143,762,195
True,1144,763,196
False,1145,763,197
False,1146,764,198
False,1147,765,199
False,1148,765,200
False,1149,766,201
False,1150,767,202
False,1151,767,203
False,1152,768,204
False,1153,769,205
False,1154,769,206
False,1155,770,207
False,1156,771,208
False,1157,771,209
False,1158,772,210
False,1159,773,211
False,1160,773,212
False,1161,774,213
False,1162,775,214
False,1163,775,215
False,1164,776,216
False,1165,777,217
False,1166,777,218
False,1167,778,219
True,1168,779,220
True,1169,779,221
False,1170,780,222
False,1171,781,223
False,1172,781,224
False,1173,782,225
False,1174,783,226
True,1175,783,227
True,1176,784,228
False,1177,785,229
False,1178,785,230
False,1179,786,231
False,1180,787,232
False,1181,787,233
False,1182,788,234
False,1183,789,235
True,1184,789,236
False,1185,790,237
False,1186,791,238
False,1187,791,239
False,1188,792,240
False,1189,793,241
False,1190,793,242
False,1191,794,243
False,1192,795,244
False,1193,795,245
False,1194,796,246
False,1195,797,247
False,1196,797,248
False,1197,798,249
False,1198,799,250
False,1199,799,251
False,1200,800,252
False,1201,801,253
False,1202,801,254
True,1203,802,255
False,1204,803,256
False,1205,803,257
False,1206,804,258
False,1207,805,259
False,1208,805,260
False,1209,806,261
False,1210,807,262
False,1211,807,263
False,1212,808,264
True,1213,809,265
False,1214,809,266
False,1215,810,267
False,1216,811,268
False,1217,811,269
False,1218,812,270
False,1219,813,271
False,1220,813,272
False,1221,814,273
False,1222,815,274
False,1223,815,275
False,1224,816,276
False,1225,817,277
False,1226,817,278
False,1227,818,279
False,1228,819,280
False,1229,819,281
False,1230,820,282
False,1231,821,283
False,1232,821,284
False,1233,822,285
False,1234,823,286
False,1235,823,287
False,1236,824,288
False,1237,825,289
False,1238,825,290
False,1239,826,291
False,1240,827,292
False,1241,827,293
False,1242,828,294
False,1243,829,295
False,1244,829,296
False,1245,830,297
False,1246,831,298
False,1247,831,299
False,1248,832,300
False,1249,833,301
False,1250,833,302
False,1251,834,303
False,1252,835,304
False,1253,835,305
False,1254,836,306
False,1255,837,307
False,1256,837,308
False,1257,838,309
False,1258,839,310
False,1259,839,311
False,1260,840,312
False,1261,841,313
False,1262,841,314
True,1263,842,315
False,1264,843,316
False,1265,843,317
False,1266,844,318
False,1267,845,319
False,1268,845,320
False,1269,846,321
False,1270,847,322
False,1271,847,323
False,1272,848,324
False,1273,849,325
False,1274,849,326
False,1275,850,327
False,1276,851,328
False,1277,851,329
False,1278,852,330
False,1279,853,331
False,1280,853,332
False,1281,854,333
False,1282,855,334
False,1283,855,335
False,1284,856,336
False,1285,857,337
True,1286,857,338
True,1287,858,339
True,1288,859,340
True,1289,859,341
False,1290,860,342
True,1291,861,343
False,1292,861,344
False,1293,862,345
False,1294,863,346
False,1295,863,347
False,1296,864,348
False,1297,865,349
False,1298,865,350
False,1299,866,351
False,1300,867,352
False,1301,867,353
False,1302,868,354
False,1303,869,355
False,1304,869,356
False,1305,870,357
False,1306,871,358
False,1307,871,359
False,1308,872,360
False,1309,873,361
False,1310,873,362
False,1311,874,363
False,1312,875,364
False,1313,875,365
False,1314,876,366
False,1315,877,367
False,1316,877,368
False,1317,878,369
False,1318,879,370
False,1319,879,371
False,1320,880,372
False,1321,881,373
False,1322,881,374
False,1323,882,375
True,1324,883,376
True,1325,883,377
False,1326,884,378
False,1327,885,379
False,1328,885,380
False,1329,886,381
False,1330,887,382
False,1331,887,383
False,1332,888,384
False,1333,889,385
False,1334,889,386
False,1335,890,387
False,1336,891,388
False,1337,891,389
False,1338,892,390
False,1339,893,391
False,1340,893,392
False,1341,894,393
False,1342,895,394
False,1343,895,395
False,1344,896,396
False,1345,897,397
False,1346,897,398
False,1347,898,399
False,1348,899,400
False,1349,899,401
False,1350,900,402
False,1351,901,403
False,1352,901,404
False,1353,902,405
False,1354,903,406
False,1355,903,407
False,1356,904,408
False,1357,905,409
False,1358,905,410
False,1359,906,411
False,1360,907,412
False,1361,907,413
False,1362,908,414
False,1363,909,415
False,1364,909,416
False,1365,910,417
False,1366,911,418
False,1367,911,419
False,1368,912,420
False,1369,913,421
False,1370,913,422
False,1371,914,423
False,1372,915,424
False,1373,915,425
False,1374,916,426
False,1375,917,427
