boundary,filmfest_offset,TR_offset,consensus_offset
False,370,247,0
False,371,247,1
False,372,248,2
False,373,249,3
True,374,249,4
False,375,250,5
False,376,251,6
False,377,251,7
False,378,252,8
True,379,253,9
False,380,253,10
False,381,254,11
False,382,255,12
False,383,255,13
False,384,256,14
False,385,257,15
False,386,257,16
False,387,258,17
False,388,259,18
False,389,259,19
False,390,260,20
False,391,261,21
False,392,261,22
False,393,262,23
True,394,263,24
True,395,263,25
False,396,264,26
False,397,265,27
False,398,265,28
False,399,266,29
False,400,267,30
False,401,267,31
False,402,268,32
False,403,269,33
False,404,269,34
False,405,270,35
False,406,271,36
False,407,271,37
False,408,272,38
False,409,273,39
False,410,273,40
False,411,274,41
False,412,275,42
False,413,275,43
False,414,276,44
True,415,277,45
False,416,277,46
False,417,278,47
False,418,279,48
False,419,279,49
False,420,280,50
False,421,281,51
False,422,281,52
False,423,282,53
False,424,283,54
False,425,283,55
False,426,284,56
False,427,285,57
False,428,285,58
False,429,286,59
False,430,287,60
False,431,287,61
True,432,288,62
False,433,289,63
False,434,289,64
False,435,290,65
False,436,291,66
False,437,291,67
False,438,292,68
False,439,293,69
False,440,293,70
False,441,294,71
False,442,295,72
False,443,295,73
False,444,296,74
False,445,297,75
False,446,297,76
False,447,298,77
False,448,299,78
True,449,299,79
True,450,300,80
True,451,301,81
False,452,301,82
False,453,302,83
False,454,303,84
False,455,303,85
False,456,304,86
True,457,305,87
False,458,305,88
False,459,306,89
False,460,307,90
False,461,307,91
False,462,308,92
False,463,309,93
False,464,309,94
False,465,310,95
False,466,311,96
False,467,311,97
False,468,312,98
False,469,313,99
False,470,313,100
False,471,314,101
False,472,315,102
False,473,315,103
False,474,316,104
False,475,317,105
False,476,317,106
False,477,318,107
False,478,319,108
False,479,319,109
False,480,320,110
False,481,321,111
False,482,321,112
False,483,322,113
False,484,323,114
False,485,323,115
False,486,324,116
False,487,325,117
False,488,325,118
False,489,326,119
False,490,327,120
False,491,327,121
False,492,328,122
False,493,329,123
False,494,329,124
False,495,330,125
False,496,331,126
False,497,331,127
False,498,332,128
False,499,333,129
False,500,333,130
False,501,334,131
False,502,335,132
False,503,335,133
False,504,336,134
False,505,337,135
False,506,337,136
False,507,338,137
False,508,339,138
False,509,339,139
False,510,340,140
False,511,341,141
False,512,341,142
False,513,342,143
False,514,343,144
False,515,343,145
False,516,344,146
False,517,345,147
False,518,345,148
False,519,346,149
False,520,347,150
False,521,347,151
False,522,348,152
True,523,349,153
True,524,349,154
False,525,350,155
False,526,351,156
False,527,351,157
False,528,352,158
False,529,353,159
False,530,353,160
False,531,354,161
False,532,355,162
False,533,355,163
False,534,356,164
False,535,357,165
False,536,357,166
False,537,358,167
False,538,359,168
False,539,359,169
False,540,360,170
False,541,361,171
False,542,361,172
False,543,362,173
False,544,363,174
False,545,363,175
False,546,364,176
False,547,365,177
False,548,365,178
False,549,366,179
True,550,367,180
False,551,367,181
False,552,368,182
False,553,369,183
False,554,369,184
False,555,370,185
False,556,371,186
False,557,371,187
False,558,372,188
False,559,373,189
False,560,373,190
False,561,374,191
False,562,375,192
False,563,375,193
False,564,376,194
False,565,377,195
False,566,377,196
False,567,378,197
False,568,379,198
False,569,379,199
False,570,380,200
False,571,381,201
False,572,381,202
False,573,382,203
False,574,383,204
False,575,383,205
False,576,384,206
True,577,385,207
True,578,385,208
False,579,386,209
False,580,387,210
False,581,387,211
False,582,388,212
False,583,389,213
False,584,389,214
False,585,390,215
False,586,391,216
False,587,391,217
False,588,392,218
False,589,393,219
False,590,393,220
False,591,394,221
False,592,395,222
True,593,395,223
False,594,396,224
False,595,397,225
False,596,397,226
False,597,398,227
False,598,399,228
False,599,399,229
False,600,400,230
False,601,401,231
False,602,401,232
False,603,402,233
False,604,403,234
False,605,403,235
False,606,404,236
False,607,405,237
False,608,405,238
False,609,406,239
False,610,407,240
False,611,407,241
False,612,408,242
False,613,409,243
False,614,409,244
False,615,410,245
False,616,411,246
False,617,411,247
False,618,412,248
False,619,413,249
True,620,413,250
False,621,414,251
False,622,415,252
False,623,415,253
False,624,416,254
False,625,417,255
False,626,417,256
False,627,418,257
False,628,419,258
False,629,419,259
False,630,420,260
True,631,421,261
False,632,421,262
False,633,422,263
False,634,423,264
False,635,423,265
False,636,424,266
False,637,425,267
