boundary,filmfest_offset,TR_offset,consensus_offset
False,41,27,-1
False,42,28,0
False,43,29,1
False,44,29,2
True,45,30,3
True,46,31,4
True,47,31,5
False,48,32,6
False,49,33,7
True,50,33,8
False,51,34,9
False,52,35,10
False,53,35,11
False,54,36,12
False,55,37,13
False,56,37,14
False,57,38,15
False,58,39,16
False,59,39,17
False,60,40,18
False,61,41,19
False,62,41,20
False,63,42,21
False,64,43,22
False,65,43,23
False,66,44,24
False,67,45,25
False,68,45,26
False,69,46,27
False,70,47,28
False,71,47,29
False,72,48,30
False,73,49,31
False,74,49,32
False,75,50,33
False,76,51,34
False,77,51,35
False,78,52,36
False,79,53,37
False,80,53,38
False,81,54,39
False,82,55,40
False,83,55,41
False,84,56,42
False,85,57,43
False,86,57,44
False,87,58,45
False,88,59,46
False,89,59,47
False,90,60,48
False,91,61,49
False,92,61,50
False,93,62,51
False,94,63,52
False,95,63,53
False,96,64,54
False,97,65,55
False,98,65,56
False,99,66,57
False,100,67,58
False,101,67,59
False,102,68,60
False,103,69,61
False,104,69,62
False,105,70,63
False,106,71,64
False,107,71,65
False,108,72,66
False,109,73,67
False,110,73,68
False,111,74,69
False,112,75,70
False,113,75,71
False,114,76,72
False,115,77,73
False,116,77,74
False,117,78,75
False,118,79,76
False,119,79,77
False,120,80,78
False,121,81,79
False,122,81,80
False,123,82,81
False,124,83,82
False,125,83,83
False,126,84,84
False,127,85,85
False,128,85,86
False,129,86,87
False,130,87,88
False,131,87,89
False,132,88,90
False,133,89,91
False,134,89,92
False,135,90,93
False,136,91,94
False,137,91,95
False,138,92,96
False,139,93,97
False,140,93,98
True,141,94,99
True,142,95,100
False,143,95,101
False,144,96,102
False,145,97,103
False,146,97,104
False,147,98,105
False,148,99,106
False,149,99,107
False,150,100,108
False,151,101,109
False,152,101,110
False,153,102,111
False,154,103,112
False,155,103,113
False,156,104,114
False,157,105,115
False,158,105,116
False,159,106,117
False,160,107,118
False,161,107,119
False,162,108,120
False,163,109,121
False,164,109,122
False,165,110,123
False,166,111,124
False,167,111,125
True,168,112,126
True,169,113,127
False,170,113,128
False,171,114,129
False,172,115,130
False,173,115,131
False,174,116,132
False,175,117,133
False,176,117,134
False,177,118,135
False,178,119,136
False,179,119,137
False,180,120,138
False,181,121,139
False,182,121,140
False,183,122,141
False,184,123,142
False,185,123,143
False,186,124,144
False,187,125,145
False,188,125,146
False,189,126,147
False,190,127,148
False,191,127,149
False,192,128,150
False,193,129,151
False,194,129,152
False,195,130,153
False,196,131,154
False,197,131,155
False,198,132,156
False,199,133,157
False,200,133,158
False,201,134,159
False,202,135,160
False,203,135,161
False,204,136,162
False,205,137,163
False,206,137,164
False,207,138,165
False,208,139,166
False,209,139,167
True,210,140,168
True,211,141,169
False,212,141,170
False,213,142,171
False,214,143,172
False,215,143,173
False,216,144,174
False,217,145,175
False,218,145,176
False,219,146,177
False,220,147,178
False,221,147,179
False,222,148,180
False,223,149,181
False,224,149,182
False,225,150,183
False,226,151,184
False,227,151,185
False,228,152,186
False,229,153,187
False,230,153,188
False,231,154,189
False,232,155,190
False,233,155,191
False,234,156,192
False,235,157,193
False,236,157,194
False,237,158,195
False,238,159,196
False,239,159,197
False,240,160,198
False,241,161,199
False,242,161,200
False,243,162,201
False,244,163,202
False,245,163,203
False,246,164,204
False,247,165,205
False,248,165,206
False,249,166,207
False,250,167,208
False,251,167,209
False,252,168,210
False,253,169,211
False,254,169,212
False,255,170,213
False,256,171,214
False,257,171,215
False,258,172,216
False,259,173,217
False,260,173,218
False,261,174,219
False,262,175,220
False,263,175,221
False,264,176,222
False,265,177,223
False,266,177,224
False,267,178,225
False,268,179,226
False,269,179,227
False,270,180,228
False,271,181,229
False,272,181,230
False,273,182,231
False,274,183,232
False,275,183,233
True,276,184,234
True,277,185,235
False,278,185,236
False,279,186,237
False,280,187,238
False,281,187,239
False,282,188,240
False,283,189,241
False,284,189,242
False,285,190,243
True,286,191,244
False,287,191,245
False,288,192,246
False,289,193,247
False,290,193,248
False,291,194,249
True,292,195,250
True,293,195,251
False,294,196,252
False,295,197,253
False,296,197,254
False,297,198,255
False,298,199,256
False,299,199,257
False,300,200,258
False,301,201,259
False,302,201,260
False,303,202,261
False,304,203,262
False,305,203,263
False,306,204,264
False,307,205,265
False,308,205,266
False,309,206,267
False,310,207,268
False,311,207,269
False,312,208,270
False,313,209,271
False,314,209,272
False,315,210,273
False,316,211,274
False,317,211,275
False,318,212,276
False,319,213,277
False,320,213,278
False,321,214,279
False,322,215,280
False,323,215,281
True,324,216,282
True,325,217,283
False,326,217,284
False,327,218,285
False,328,219,286
False,329,219,287
False,330,220,288
False,331,221,289
False,332,221,290
False,333,222,291
False,334,223,292
False,335,223,293
False,336,224,294
True,337,225,295
True,338,225,296
False,339,226,297
False,340,227,298
False,341,227,299
False,342,228,300
False,343,229,301
False,344,229,302
False,345,230,303
False,346,231,304
False,347,231,305
False,348,232,306
False,349,233,307
False,350,233,308
False,351,234,309
False,352,235,310
False,353,235,311
False,354,236,312
False,355,237,313
False,356,237,314
False,357,238,315
False,358,239,316
False,359,239,317
False,360,240,318
False,361,241,319
False,362,241,320
True,363,242,321
True,364,243,322
False,365,243,323
False,366,244,324
False,367,245,325
False,368,245,326
False,369,246,327
False,370,247,328
False,371,247,329
False,372,248,330
False,373,249,331
False,374,249,332
False,375,250,333
False,376,251,334
False,377,251,335
False,378,252,336
False,379,253,337
False,380,253,338
False,381,254,339
False,382,255,340
False,383,255,341
False,384,256,342
False,385,257,343
False,386,257,344
False,387,258,345
False,388,259,346
False,389,259,347
False,390,260,348
False,391,261,349
False,392,261,350
False,393,262,351
False,394,263,352
