boundary,filmfest_offset,TR_offset,consensus_offset
False,687,458,157
False,688,459,158
False,689,459,159
False,690,460,160
False,691,461,161
False,692,461,162
False,693,462,163
False,694,463,164
False,695,463,165
False,696,464,166
False,697,465,167
False,698,465,168
False,699,466,169
False,700,467,170
False,701,467,171
False,702,468,172
False,703,469,173
False,704,469,174
False,705,470,175
False,706,471,176
False,707,471,177
True,708,472,178
False,709,473,179
False,710,473,180
False,711,474,181
False,712,475,182
False,713,475,183
False,714,476,184
False,715,477,185
False,716,477,186
False,717,478,187
False,718,479,188
False,719,479,189
False,720,480,190
False,721,481,191
False,722,481,192
False,723,482,193
False,724,483,194
False,725,483,195
False,726,484,196
False,727,485,197
False,728,485,198
True,729,486,199
True,730,487,200
False,731,487,201
False,732,488,202
False,733,489,203
False,734,489,204
False,735,490,205
False,736,491,206
False,737,491,207
False,738,492,208
False,739,493,209
False,740,493,210
False,741,494,211
False,742,495,212
False,743,495,213
False,744,496,214
False,745,497,215
False,746,497,216
False,747,498,217
False,748,499,218
False,749,499,219
False,750,500,220
False,751,501,221
False,752,501,222
False,753,502,223
False,754,503,224
False,755,503,225
False,756,504,226
False,757,505,227
False,758,505,228
False,759,506,229
False,760,507,230
False,761,507,231
False,762,508,232
False,763,509,233
False,764,509,234
False,765,510,235
False,766,511,236
False,767,511,237
False,768,512,238
False,769,513,239
False,770,513,240
False,771,514,241
False,772,515,242
False,773,515,243
False,774,516,244
False,775,517,245
False,776,517,246
False,777,518,247
False,778,519,248
False,779,519,249
False,780,520,250
False,781,521,251
False,782,521,252
False,783,522,253
False,784,523,254
False,785,523,255
False,786,524,256
False,787,525,257
False,788,525,258
False,789,526,259
False,790,527,260
False,791,527,261
False,792,528,262
False,793,529,263
False,794,529,264
False,795,530,265
False,796,531,266
False,797,531,267
False,798,532,268
False,799,533,269
False,800,533,270
False,801,534,271
False,802,535,272
False,803,535,273
False,804,536,274
False,805,537,275
False,806,537,276
False,807,538,277
False,808,539,278
False,809,539,279
False,810,540,280
False,811,541,281
False,812,541,282
False,813,542,283
False,814,543,284
False,815,543,285
False,816,544,286
False,817,545,287
False,818,545,288
False,819,546,289
True,820,547,290
True,821,547,291
False,822,548,292
False,823,549,293
False,824,549,294
False,825,550,295
False,826,551,296
False,827,551,297
False,828,552,298
False,829,553,299
False,830,553,300
False,831,554,301
False,832,555,302
False,833,555,303
False,834,556,304
False,835,557,305
False,836,557,306
False,837,558,307
False,838,559,308
False,839,559,309
False,840,560,310
False,841,561,311
False,842,561,312
False,843,562,313
False,844,563,314
False,845,563,315
False,846,564,316
False,847,565,317
False,848,565,318
False,849,566,319
False,850,567,320
False,851,567,321
False,852,568,322
False,853,569,323
True,854,569,324
False,855,570,325
False,856,571,326
False,857,571,327
False,858,572,328
False,859,573,329
False,860,573,330
False,861,574,331
False,862,575,332
True,863,575,333
False,864,576,334
False,865,577,335
False,866,577,336
False,867,578,337
False,868,579,338
False,869,579,339
False,870,580,340
False,871,581,341
False,872,581,342
False,873,582,343
False,874,583,344
True,875,583,345
False,876,584,346
False,877,585,347
False,878,585,348
False,879,586,349
False,880,587,350
False,881,587,351
False,882,588,352
True,883,589,353
False,884,589,354
False,885,590,355
False,886,591,356
False,887,591,357
False,888,592,358
False,889,593,359
False,890,593,360
False,891,594,361
False,892,595,362
False,893,595,363
False,894,596,364
False,895,597,365
False,896,597,366
False,897,598,367
False,898,599,368
False,899,599,369
False,900,600,370
False,901,601,371
True,902,601,372
False,903,602,373
False,904,603,374
False,905,603,375
False,906,604,376
False,907,605,377
False,908,605,378
False,909,606,379
True,910,607,380
False,911,607,381
False,912,608,382
False,913,609,383
False,914,609,384
False,915,610,385
False,916,611,386
False,917,611,387
False,918,612,388
False,919,613,389
False,920,613,390
False,921,614,391
False,922,615,392
False,923,615,393
False,924,616,394
False,925,617,395
False,926,617,396
False,927,618,397
False,928,619,398
False,929,619,399
False,930,620,400
False,931,621,401
False,932,621,402
False,933,622,403
False,934,623,404
False,935,623,405
True,936,624,406
True,937,625,407
False,938,625,408
False,939,626,409
False,940,627,410
False,941,627,411
False,942,628,412
False,943,629,413
False,944,629,414
False,945,630,415
False,946,631,416
False,947,631,417
False,948,632,418
False,949,633,419
False,950,633,420
False,951,634,421
False,952,635,422
False,953,635,423
False,954,636,424
False,955,637,425
False,956,637,426
False,957,638,427
False,958,639,428
False,959,639,429
False,960,640,430
False,961,641,431
False,962,641,432
False,963,642,433
False,964,643,434
False,965,643,435
False,966,644,436
True,967,645,437
True,968,645,438
False,969,646,439
False,970,647,440
False,971,647,441
False,972,648,442
False,973,649,443
False,974,649,444
False,975,650,445
False,976,651,446
False,977,651,447
False,978,652,448
False,979,653,449
False,980,653,450
False,981,654,451
False,982,655,452
False,983,655,453
True,984,656,454
False,985,657,455
False,986,657,456
False,987,658,457
False,988,659,458
False,989,659,459
False,990,660,460
False,991,661,461
False,992,661,462
False,993,662,463
False,994,663,464
False,995,663,465
False,996,664,466
False,997,665,467
False,998,665,468
False,999,666,469
False,1000,667,470
False,1001,667,471
False,1002,668,472
