0,1,2,3,4,5,6,7,8,9,10,TR_offset
0.643216073513031,0.5176451206207275,0.48686957359313965,0.4812382459640503,0.42822009325027466,0.3639286756515503,0.2954428493976593,0.2595668435096741,0.31496572494506836,0.36374467611312866,0.35467785596847534,693
0.5176451206207275,0.5942333936691284,0.606338381767273,0.6266906261444092,0.5461488962173462,0.469519704580307,0.44575780630111694,0.415203332901001,0.43267935514450073,0.3942745327949524,0.37569114565849304,699
0.48686957359313965,0.606338381767273,0.7170066237449646,0.732685923576355,0.6241239309310913,0.504033088684082,0.5136157274246216,0.4977114796638489,0.4933997392654419,0.4270366430282593,0.3899691104888916,706
0.4812382459640503,0.6266906261444092,0.732685923576355,0.7841540575027466,0.664030909538269,0.5527588129043579,0.554729700088501,0.5266355276107788,0.5176830291748047,0.4187653660774231,0.38454827666282654,713
0.42822009325027466,0.5461488962173462,0.6241239309310913,0.664030909538269,0.650588870048523,0.5587461590766907,0.5638391971588135,0.5382447242736816,0.5197622179985046,0.4117121696472168,0.3830890953540802,719
0.3639286756515503,0.469519704580307,0.504033088684082,0.5527588129043579,0.5587461590766907,0.5520374178886414,0.5287126302719116,0.4908634424209595,0.4661899209022522,0.3407384753227234,0.325519323348999,726
0.2954428493976593,0.44575780630111694,0.5136157274246216,0.554729700088501,0.5638391971588135,0.5287126302719116,0.6051989793777466,0.5936957001686096,0.554705023765564,0.41430020332336426,0.37788593769073486,733
0.2595668435096741,0.415203332901001,0.4977114796638489,0.5266355276107788,0.5382447242736816,0.4908634424209595,0.5936957001686096,0.641173243522644,0.6005624532699585,0.4890850782394409,0.43225494027137756,739
0.31496572494506836,0.43267935514450073,0.4933997392654419,0.5176830291748047,0.5197622179985046,0.4661899209022522,0.554705023765564,0.6005624532699585,0.6256527304649353,0.5577495098114014,0.507358968257904,746
0.36374467611312866,0.3942745327949524,0.4270366430282593,0.4187653660774231,0.4117121696472168,0.3407384753227234,0.41430020332336426,0.4890850782394409,0.5577495098114014,0.6499688029289246,0.5828449726104736,753
0.35467785596847534,0.37569114565849304,0.3899691104888916,0.38454827666282654,0.3830890953540802,0.325519323348999,0.37788593769073486,0.43225494027137756,0.507358968257904,0.5828449726104736,0.5617486238479614,756
