0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,TR_offset
0.4924048185348511,0.4915730953216553,0.4618760943412781,0.43576580286026,0.4175220727920532,0.40449994802474976,0.3757277727127075,0.35058271884918213,0.34494638442993164,0.35522788763046265,0.37764057517051697,0.39081916213035583,0.4057098627090454,0.4047093987464905,0.38891375064849854,0.3606773316860199,0.3445133864879608,0.3382661044597626,0.3445779085159302,0.35351383686065674,0.35952794551849365,0.3631611466407776,0.35610413551330566,0.3489047586917877,0.33409130573272705,0.3241790533065796,0.33986896276474,0.3724449872970581,0.40816015005111694,53
0.4915730953216553,0.52801114320755,0.521543025970459,0.5088468790054321,0.4838229715824127,0.4608243703842163,0.42377978563308716,0.3905482888221741,0.378878116607666,0.3870910108089447,0.41026678681373596,0.42627137899398804,0.4392821192741394,0.4373323917388916,0.4218800663948059,0.3989613652229309,0.3864525556564331,0.3825935125350952,0.3894241154193878,0.4005145728588104,0.40671777725219727,0.40909498929977417,0.3959026336669922,0.38045018911361694,0.3601946234703064,0.34569311141967773,0.35822731256484985,0.38852161169052124,0.42338383197784424,60
0.4618760943412781,0.521543025970459,0.5437151193618774,0.5472230911254883,0.5217949748039246,0.4872751235961914,0.4426611661911011,0.40432870388031006,0.3885497748851776,0.39516735076904297,0.4185182452201843,0.43683046102523804,0.44851407408714294,0.44487807154655457,0.42772507667541504,0.4098254144191742,0.39841848611831665,0.3973231911659241,0.403280645608902,0.4182899296283722,0.42607972025871277,0.4279312789440155,0.4083913564682007,0.3836249113082886,0.35725468397140503,0.33736833930015564,0.3443759083747864,0.3700680136680603,0.4027232527732849,67
0.43576580286026,0.5088468790054321,0.5472230911254883,0.5770421028137207,0.5641213655471802,0.5366250276565552,0.4881941080093384,0.4437771439552307,0.41963934898376465,0.42076629400253296,0.44328010082244873,0.46072763204574585,0.47056204080581665,0.4636847972869873,0.44750213623046875,0.43044793605804443,0.4203139543533325,0.42059969902038574,0.4303501844406128,0.4509766101837158,0.46318867802619934,0.4684411287307739,0.4457893967628479,0.41433072090148926,0.3796042203903198,0.3525925278663635,0.3522087335586548,0.37223684787750244,0.40189841389656067,73
0.4175220727920532,0.4838229715824127,0.5217949748039246,0.5641213655471802,0.5700626373291016,0.5585775971412659,0.5145306587219238,0.46698322892189026,0.43641626834869385,0.4326639175415039,0.4502769112586975,0.46390271186828613,0.47064876556396484,0.4635303020477295,0.44927698373794556,0.4309977889060974,0.4209454655647278,0.42077600955963135,0.4344635307788849,0.4572238326072693,0.47247788310050964,0.4800053834915161,0.4613548517227173,0.43109285831451416,0.3943026065826416,0.3632601499557495,0.3578815460205078,0.3747437298297882,0.40042179822921753,80
0.40449994802474976,0.4608243703842163,0.4872751235961914,0.5366250276565552,0.5585775971412659,0.576203465461731,0.5480440258979797,0.5077391862869263,0.47269123792648315,0.4620870351791382,0.46682530641555786,0.46957021951675415,0.46835440397262573,0.46473944187164307,0.4590228497982025,0.4418451189994812,0.4335979223251343,0.429404079914093,0.4481343924999237,0.46783721446990967,0.48563656210899353,0.492847204208374,0.48495954275131226,0.46126818656921387,0.42851781845092773,0.395243763923645,0.3854772746562958,0.3971160352230072,0.4149262607097626,87
0.3757277727127075,0.42377978563308716,0.4426611661911011,0.4881941080093384,0.5145306587219238,0.5480440258979797,0.5498484373092651,0.5331931114196777,0.5100955367088318,0.49221813678741455,0.47621670365333557,0.460051953792572,0.44487452507019043,0.44600316882133484,0.44994500279426575,0.4398709833621979,0.4343249797821045,0.4275307059288025,0.44469285011291504,0.4578293561935425,0.47224515676498413,0.4767354726791382,0.4817972183227539,0.47086772322654724,0.4496769607067108,0.4180605411529541,0.4054439663887024,0.40907031297683716,0.41558003425598145,93
0.35058271884918213,0.3905482888221741,0.40432870388031006,0.4437771439552307,0.46698322892189026,0.5077391862869263,0.5331931114196777,0.54707932472229,0.5436981320381165,0.5265872478485107,0.49236127734184265,0.45602238178253174,0.4251369833946228,0.42671501636505127,0.4379567503929138,0.43588757514953613,0.4331965446472168,0.42485180497169495,0.4394075274467468,0.4467482268810272,0.4572962820529938,0.45836877822875977,0.47247424721717834,0.4709518253803253,0.45987650752067566,0.43116480112075806,0.4177294373512268,0.41437044739723206,0.41018229722976685,100
0.34494638442993164,0.378878116607666,0.3885497748851776,0.41963934898376465,0.43641626834869385,0.47269123792648315,0.5100955367088318,0.5436981320381165,0.5647153258323669,0.5569649338722229,0.5201942920684814,0.4699751138687134,0.42560964822769165,0.42014074325561523,0.43178069591522217,0.43433600664138794,0.43403980135917664,0.42693138122558594,0.4406757652759552,0.4461737275123596,0.45353883504867554,0.4510941505432129,0.4686323404312134,0.4730280637741089,0.46956565976142883,0.4445115327835083,0.4333876371383667,0.42860329151153564,0.41998183727264404,107
0.35522788763046265,0.3870910108089447,0.39516735076904297,0.42076629400253296,0.4326639175415039,0.4620870351791382,0.49221813678741455,0.5265872478485107,0.5569649338722229,0.5661486387252808,0.5422650575637817,0.49469855427742004,0.44413745403289795,0.42985063791275024,0.4363468289375305,0.4388478100299835,0.43864649534225464,0.4330025613307953,0.4490649700164795,0.45736783742904663,0.4653105139732361,0.4587126076221466,0.4716763496398926,0.4726131558418274,0.4705410599708557,0.44720131158828735,0.438966304063797,0.43772363662719727,0.43114927411079407,113
