0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,TR_offset,offset
0.6454887390136719,0.6142578125,0.576009213924408,0.5499897599220276,0.5279370546340942,0.5240107178688049,0.49023377895355225,0.46377313137054443,0.4211021661758423,0.4003657400608063,0.45549944043159485,0.4866834580898285,0.4979688227176666,0.5388335585594177,0.5252193808555603,0.4915519952774048,0.45673224329948425,0.4525081515312195,0.3722684383392334,0.3995576500892639,0.38027316331863403,0.39089012145996094,0.4499785602092743,0.4430803656578064,0.4430193305015564,0.4070124626159668,0.41922497749328613,0.40347355604171753,0.36081740260124207,0.3723905682563782,0.39723289012908936,0.41738757491111755,0.4186786115169525,0.39126643538475037,0.3927529454231262,0.35619524121284485,0.3691694736480713,0.28096842765808105,0.3288881778717041,0.32173389196395874,659,40
0.6142578125,0.637337327003479,0.6020641922950745,0.5857664346694946,0.5706273913383484,0.5619036555290222,0.5264002084732056,0.5023914575576782,0.4631725549697876,0.4378844201564789,0.48599690198898315,0.5067456960678101,0.5169466137886047,0.5637349486351013,0.5468183755874634,0.5097653865814209,0.4721706807613373,0.4686248302459717,0.3845144510269165,0.4101267457008362,0.3851984143257141,0.39600199460983276,0.45969128608703613,0.4545494019985199,0.4532020092010498,0.4121035933494568,0.4272053837776184,0.4177762269973755,0.36887675523757935,0.37939324975013733,0.4069744348526001,0.4217725396156311,0.4296819567680359,0.4005659818649292,0.41165634989738464,0.3770570158958435,0.3881831765174866,0.3024213910102844,0.34997183084487915,0.34177690744400024,665,50
0.576009213924408,0.6020641922950745,0.639728307723999,0.6127862930297852,0.6087987422943115,0.5929517149925232,0.5498000383377075,0.5432157516479492,0.5115818977355957,0.4911760687828064,0.5188757181167603,0.5371508598327637,0.5381835699081421,0.5688844919204712,0.5687381029129028,0.5440521836280823,0.49643316864967346,0.5013158321380615,0.4106030762195587,0.432847797870636,0.41063302755355835,0.42188018560409546,0.4828755855560303,0.47288060188293457,0.46828705072402954,0.4280570149421692,0.4408557415008545,0.4250389337539673,0.35823601484298706,0.38047730922698975,0.41902583837509155,0.42708465456962585,0.44076061248779297,0.4025467038154602,0.4117968678474426,0.3790940046310425,0.389008104801178,0.3068220913410187,0.3612249791622162,0.34661123156547546,672,60
0.5499897599220276,0.5857664346694946,0.6127862930297852,0.6524792909622192,0.6355491280555725,0.6354128122329712,0.5992919206619263,0.5641573667526245,0.5368986129760742,0.5081543922424316,0.5360580682754517,0.5598194599151611,0.5647426843643188,0.5978552103042603,0.6041282415390015,0.5839330554008484,0.5308714509010315,0.5440583825111389,0.44894206523895264,0.45521166920661926,0.43068942427635193,0.4297485947608948,0.4873376786708832,0.46916747093200684,0.4688115119934082,0.428286075592041,0.4373469352722168,0.41975733637809753,0.3552219569683075,0.38809460401535034,0.42120999097824097,0.42017674446105957,0.43439966440200806,0.3882490396499634,0.4146418571472168,0.39113885164260864,0.39715954661369324,0.3160821795463562,0.37126457691192627,0.3519560396671295,679,70
0.5279370546340942,0.5706273913383484,0.6087987422943115,0.6355491280555725,0.69456946849823,0.6753290891647339,0.652564287185669,0.6130802631378174,0.5957766175270081,0.5789171457290649,0.5915682911872864,0.6058778762817383,0.5863378047943115,0.6136301755905151,0.6173923015594482,0.6032524108886719,0.5365880131721497,0.5581926107406616,0.4658326804637909,0.4737831950187683,0.4465756416320801,0.4434005618095398,0.48963767290115356,0.4610360860824585,0.4606131911277771,0.42398661375045776,0.4331812858581543,0.41995787620544434,0.3586132526397705,0.38969194889068604,0.42877957224845886,0.42407265305519104,0.43409302830696106,0.39086732268333435,0.4106299877166748,0.3842385411262512,0.39043551683425903,0.30906280875205994,0.36515966057777405,0.3488521873950958,685,80
0.5240107178688049,0.5619036555290222,0.5929517149925232,0.6354128122329712,0.6753290891647339,0.7065644860267639,0.6677589416503906,0.6130338907241821,0.5948110222816467,0.5690256953239441,0.5794421434402466,0.6013994216918945,0.5902308225631714,0.6095893383026123,0.6311224102973938,0.6182769536972046,0.5510921478271484,0.5837028622627258,0.4798277020454407,0.47984278202056885,0.4452080726623535,0.4403582513332367,0.48213911056518555,0.45988720655441284,0.451811283826828,0.41579025983810425,0.42131394147872925,0.4002077579498291,0.3425444960594177,0.37361735105514526,0.41029125452041626,0.4123108386993408,0.42384952306747437,0.37507063150405884,0.4034082889556885,0.378426730632782,0.3835965096950531,0.30172622203826904,0.3549726605415344,0.3384379744529724,692,90
0.49023377895355225,0.5264002084732056,0.5498000383377075,0.5992919206619263,0.652564287185669,0.6677589416503906,0.6758822798728943,0.6103770136833191,0.6030261516571045,0.5744829177856445,0.5664963722229004,0.5852717757225037,0.5626809597015381,0.583005428314209,0.5927503705024719,0.596448540687561,0.5328530073165894,0.561318039894104,0.470459520816803,0.46229714155197144,0.4347080588340759,0.4221838712692261,0.45457178354263306,0.4233158230781555,0.41966676712036133,0.39241454005241394,0.3930523991584778,0.3760054111480713,0.33251169323921204,0.3595980405807495,0.3907420039176941,0.39199298620224,0.3998229205608368,0.3601210117340088,0.3948608338832855,0.37474268674850464,0.3756439983844757,0.2970568537712097,0.34733474254608154,0.32845067977905273,699,100
0.46377313137054443,0.5023914575576782,0.5432157516479492,0.5641573667526245,0.6130802631378174,0.6130338907241821,0.6103770136833191,0.652900755405426,0.6570927500724792,0.6319676637649536,0.5713661313056946,0.5758029818534851,0.5393691062927246,0.5398869514465332,0.5521913766860962,0.5663419365882874,0.4907951354980469,0.5175513029098511,0.4292958974838257,0.4433310031890869,0.4220721125602722,0.42302405834198,0.4502633213996887,0.3968881368637085,0.3966718316078186,0.36222925782203674,0.3729850649833679,0.364857017993927,0.3280854821205139,0.34258273243904114,0.3912180960178375,0.3995310366153717,0.4080434739589691,0.3767022490501404,0.3844033479690552,0.3605607748031616,0.3584977984428406,0.3006993234157562,0.33723217248916626,0.3316892683506012,705,110
0.4211021661758423,0.4631725549697876,0.5115818977355957,0.5368986129760742,0.5957766175270081,0.5948110222816467,0.6030261516571045,0.6570927500724792,0.7086762189865112,0.6617434024810791,0.5841429233551025,0.5836007595062256,0.534855842590332,0.5244507193565369,0.5366852283477783,0.568764328956604,0.4743794798851013,0.5055407285690308,0.41820579767227173,0.43883979320526123,0.4241143763065338,0.427508145570755,0.44301700592041016,0.3821876049041748,0.38054317235946655,0.3455054759979248,0.36326074600219727,0.35298827290534973,0.31996679306030273,0.33855491876602173,0.3920391798019409,0.39525535702705383,0.4061059057712555,0.37941575050354004,0.3821842074394226,0.3675065040588379,0.35697871446609497,0.308733195066452,0.345655232667923,0.33547288179397583,712,120
0.4003657400608063,0.4378844201564789,0.4911760687828064,0.5081543922424316,0.5789171457290649,0.5690256953239441,0.5744829177856445,0.6319676637649536,0.6617434024810791,0.6837248802185059,0.5937845706939697,0.592991828918457,0.5244600772857666,0.5195075273513794,0.5377457141876221,0.5578936338424683,0.4629048705101013,0.5018078088760376,0.4167674779891968,0.4317448139190674,0.4087432026863098,0.41092920303344727,0.423007071018219,0.3719139099121094,0.37028026580810547,0.3351586163043976,0.35004305839538574,0.33893299102783203,0.30961379408836365,0.32540005445480347,0.37455588579177856,0.37801799178123474,0.3877100348472595,0.3626874089241028,0.36644136905670166,0.34425151348114014,0.33733683824539185,0.2888094186782837,0.32089632749557495,0.3180519938468933,719,130
