0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,TR_offset
0.6405354738235474,0.5387058854103088,0.4947725534439087,0.3448027968406677,0.2846738398075104,0.3474414348602295,0.37127685546875,0.34836703538894653,0.3262152671813965,0.3147672414779663,0.28978559374809265,0.3024716377258301,0.2964321970939636,0.3016626238822937,0.325364351272583,0.3107050061225891,0.33000051975250244,0.32784944772720337,0.3164070248603821,0.33269158005714417,0.2955070436000824,0.2988991141319275,0.28928160667419434,0.28895482420921326,0.3182971477508545,0.3223554491996765,0.31718042492866516,0.2796821594238281,0.29256492853164673,0.2994096279144287,0.3246563971042633,0.3131166994571686,0.30807438492774963,783
0.5387058854103088,0.6137687563896179,0.5922241806983948,0.460091769695282,0.3857220411300659,0.3978646397590637,0.4047326147556305,0.40891751646995544,0.38746166229248047,0.41413813829421997,0.37347203493118286,0.38827911019325256,0.35635119676589966,0.34721773862838745,0.36135417222976685,0.3428633213043213,0.37254583835601807,0.3494589924812317,0.33783435821533203,0.3424733579158783,0.30083167552948,0.2872641384601593,0.27378082275390625,0.28721851110458374,0.30887338519096375,0.32341820001602173,0.3135867416858673,0.26442503929138184,0.27209338545799255,0.301921010017395,0.33354222774505615,0.340231329202652,0.35744866728782654,789
0.4947725534439087,0.5922241806983948,0.640509843826294,0.5274133682250977,0.4685646891593933,0.4499870538711548,0.44219547510147095,0.45861172676086426,0.4377734661102295,0.4734301269054413,0.43421226739883423,0.4541435241699219,0.41542932391166687,0.40431326627731323,0.41726410388946533,0.3864564299583435,0.4155990779399872,0.3853760063648224,0.38622087240219116,0.377349317073822,0.3434026539325714,0.3138497769832611,0.29400861263275146,0.31588104367256165,0.33992964029312134,0.3599531054496765,0.35566818714141846,0.2908701002597809,0.2960679531097412,0.33738404512405396,0.36550283432006836,0.37853583693504333,0.40601038932800293,796
0.3448027968406677,0.460091769695282,0.5274133682250977,0.5703977942466736,0.5189540386199951,0.47736555337905884,0.44770362973213196,0.45736849308013916,0.4318465292453766,0.5114576816558838,0.48365557193756104,0.5053888559341431,0.4637436270713806,0.42949044704437256,0.4291483759880066,0.3696691393852234,0.3999336361885071,0.3650439977645874,0.39056432247161865,0.36225637793540955,0.3442046046257019,0.3143203854560852,0.2931719422340393,0.35312461853027344,0.3583889603614807,0.39425230026245117,0.4048316180706024,0.3516630530357361,0.3476106822490692,0.3842872977256775,0.3713921904563904,0.3715316951274872,0.411946177482605,803
0.2846738398075104,0.3857220411300659,0.4685646891593933,0.5189540386199951,0.5952146053314209,0.5391947031021118,0.50529545545578,0.49498218297958374,0.4407602846622467,0.5027524828910828,0.4948849081993103,0.5338834524154663,0.4948723018169403,0.46039777994155884,0.4491625130176544,0.39356112480163574,0.4171253442764282,0.3827212154865265,0.4203411936759949,0.3855460286140442,0.37349218130111694,0.34681379795074463,0.32615119218826294,0.38010063767433167,0.38350802659988403,0.4162997603416443,0.4357380270957947,0.3715527653694153,0.37285712361335754,0.4079509675502777,0.3914572596549988,0.3871588110923767,0.42005062103271484,809
0.3474414348602295,0.3978646397590637,0.4499870538711548,0.47736555337905884,0.5391947031021118,0.5950514078140259,0.5768585801124573,0.5417776107788086,0.4767833948135376,0.48252493143081665,0.48020362854003906,0.5285475850105286,0.4952794313430786,0.4738721251487732,0.46651971340179443,0.4161556363105774,0.4353036880493164,0.4194227159023285,0.457308828830719,0.43631458282470703,0.4246574640274048,0.4143942892551422,0.4068046510219574,0.4445551037788391,0.45831796526908875,0.48058223724365234,0.4843156337738037,0.42880985140800476,0.4400271773338318,0.4655575752258301,0.44728636741638184,0.44787853956222534,0.4636898934841156,816
0.37127685546875,0.4047326147556305,0.44219547510147095,0.44770362973213196,0.50529545545578,0.5768585801124573,0.6137480139732361,0.553498387336731,0.48660728335380554,0.4591500461101532,0.44895198941230774,0.4986817240715027,0.4670064449310303,0.4575837552547455,0.4569631814956665,0.42636558413505554,0.4495415687561035,0.43860188126564026,0.46631303429603577,0.44991350173950195,0.4223046600818634,0.42627668380737305,0.4292267858982086,0.45072901248931885,0.4676890969276428,0.478595495223999,0.47191518545150757,0.4377710521221161,0.4520512521266937,0.4716465473175049,0.45078539848327637,0.44722598791122437,0.4577297568321228,823
0.34836703538894653,0.40891751646995544,0.45861172676086426,0.45736849308013916,0.49498218297958374,0.5417776107788086,0.553498387336731,0.5529621839523315,0.4951377809047699,0.4730142056941986,0.459398090839386,0.5059558153152466,0.46680736541748047,0.45815935730934143,0.45141375064849854,0.4208414554595947,0.4416930079460144,0.41859251260757446,0.44644469022750854,0.4278448820114136,0.4108056426048279,0.399503618478775,0.3975997269153595,0.4217844009399414,0.437500536441803,0.45513540506362915,0.4451543092727661,0.400409072637558,0.40997856855392456,0.4401795566082001,0.4330941438674927,0.4389669895172119,0.4572973847389221,829
0.3262152671813965,0.38746166229248047,0.4377734661102295,0.4318465292453766,0.4407602846622467,0.4767833948135376,0.48660728335380554,0.4951377809047699,0.5074445605278015,0.4710215628147125,0.45490020513534546,0.48610615730285645,0.44719359278678894,0.45566150546073914,0.44395720958709717,0.41868144273757935,0.4290744662284851,0.4100989103317261,0.4259588122367859,0.40793198347091675,0.38544130325317383,0.3742330074310303,0.37039005756378174,0.3927896320819855,0.40607255697250366,0.42330577969551086,0.4078156650066376,0.3658439517021179,0.3747904598712921,0.4020514488220215,0.3967856764793396,0.41050633788108826,0.41684651374816895,836
0.3147672414779663,0.41413813829421997,0.4734301269054413,0.5114576816558838,0.5027524828910828,0.48252493143081665,0.4591500461101532,0.4730142056941986,0.4710215628147125,0.5699601173400879,0.5470404624938965,0.5595849752426147,0.5152645111083984,0.4800388813018799,0.47206854820251465,0.4279760718345642,0.45769962668418884,0.4250560700893402,0.4359951317310333,0.40796446800231934,0.3711342513561249,0.3538985848426819,0.33950427174568176,0.3925139307975769,0.39688876271247864,0.4301431179046631,0.4347583055496216,0.393483430147171,0.39577752351760864,0.42722898721694946,0.4074864387512207,0.40111708641052246,0.4246010184288025,843
0.28978559374809265,0.37347203493118286,0.43421226739883423,0.48365557193756104,0.4948849081993103,0.48020362854003906,0.44895198941230774,0.459398090839386,0.45490020513534546,0.5470404624938965,0.5736666917800903,0.5696777105331421,0.5481444001197815,0.5183637738227844,0.5127818584442139,0.4552323818206787,0.46196091175079346,0.44267308712005615,0.4568416476249695,0.4326205253601074,0.4080694019794464,0.3978046774864197,0.3747139275074005,0.4416220188140869,0.42822200059890747,0.4640599489212036,0.46136486530303955,0.4218735098838806,0.435576468706131,0.45539993047714233,0.42247340083122253,0.41361281275749207,0.4235655665397644,849
0.3024716377258301,0.38827911019325256,0.4541435241699219,0.5053888559341431,0.5338834524154663,0.5285475850105286,0.4986817240715027,0.5059558153152466,0.48610615730285645,0.5595849752426147,0.5696777105331421,0.6281064748764038,0.5852550864219666,0.5634859204292297,0.5432575941085815,0.47984257340431213,0.4896050691604614,0.4612845480442047,0.4828827381134033,0.44280827045440674,0.4244024157524109,0.40791091322898865,0.390044629573822,0.45465701818466187,0.44921183586120605,0.4864559471607208,0.4950866103172302,0.4434943199157715,0.4547252655029297,0.48050248622894287,0.44198790192604065,0.43573683500289917,0.45458656549453735,856
0.2964321970939636,0.35635119676589966,0.41542932391166687,0.4637436270713806,0.4948723018169403,0.4952794313430786,0.4670064449310303,0.46680736541748047,0.44719359278678894,0.5152645111083984,0.5481444001197815,0.5852550864219666,0.6067503094673157,0.5920129418373108,0.5837165713310242,0.5192646384239197,0.5032705068588257,0.4942370355129242,0.505594789981842,0.47205501794815063,0.4502744972705841,0.44489941000938416,0.41324082016944885,0.48826807737350464,0.47040680050849915,0.5113065242767334,0.5122673511505127,0.4640681743621826,0.48703432083129883,0.4968985915184021,0.46354940533638,0.4531843960285187,0.46633851528167725,863
0.3016626238822937,0.34721773862838745,0.40431326627731323,0.42949044704437256,0.46039777994155884,0.4738721251487732,0.4575837552547455,0.45815935730934143,0.45566150546073914,0.4800388813018799,0.5183637738227844,0.5634859204292297,0.5920129418373108,0.6470912098884583,0.6360319256782532,0.5753777027130127,0.5314189195632935,0.5338354706764221,0.5352935194969177,0.5072927474975586,0.48406386375427246,0.4808270037174225,0.44516104459762573,0.5117474794387817,0.4950757920742035,0.5322889685630798,0.5252856016159058,0.4708453416824341,0.504038393497467,0.5100069046020508,0.4787282943725586,0.47928255796432495,0.4821832776069641,869
