0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,TR_offset
0.6344102621078491,0.6167703866958618,0.5930799841880798,0.5599692463874817,0.47317320108413696,0.44576212763786316,0.4879107177257538,0.4457094371318817,0.4415665864944458,0.4059946835041046,0.4277535080909729,0.37948906421661377,0.3864540457725525,0.35210710763931274,0.32679542899131775,0.30387595295906067,0.34039419889450073,0.32039761543273926,0.3174498379230499,0.29362645745277405,0.27295196056365967,0.2529929280281067,0.24401557445526123,0.23712289333343506,0.25921201705932617,0.24010586738586426,0.2644020915031433,0.24671199917793274,0.2618383765220642,0.2825044095516205,0.2765510380268097,0.3262394666671753,0.32352519035339355,0.35519298911094666,0.42836931347846985,0.3799957036972046,0.38361120223999023,0.3867649435997009,0.3592427968978882,0.3405803442001343,0.33835095167160034,0.3075953722000122,0.3586663007736206,0.3215038776397705,0.32100993394851685,379
0.6167703866958618,0.701842188835144,0.6705646514892578,0.6515095233917236,0.5288127660751343,0.4933660924434662,0.5450481176376343,0.49322962760925293,0.48754656314849854,0.4496994912624359,0.5006008744239807,0.442221462726593,0.4497004747390747,0.38854214549064636,0.34355348348617554,0.33270901441574097,0.3475453853607178,0.34186816215515137,0.33616188168525696,0.32178542017936707,0.28557783365249634,0.2662009000778198,0.26184552907943726,0.24667367339134216,0.27081620693206787,0.24291956424713135,0.26666128635406494,0.24912084639072418,0.2576271891593933,0.28500011563301086,0.28887808322906494,0.35763704776763916,0.3601026237010956,0.3919527530670166,0.4729784429073334,0.4114723801612854,0.41776400804519653,0.4231209456920624,0.3912737965583801,0.3790697455406189,0.38118976354599,0.3362377882003784,0.39690446853637695,0.3377462327480316,0.32815200090408325,385
0.5930799841880798,0.6705646514892578,0.6854395866394043,0.6659612655639648,0.5310338139533997,0.4802135229110718,0.5332605838775635,0.48601531982421875,0.5056895017623901,0.4635254144668579,0.5037858486175537,0.43874841928482056,0.44879376888275146,0.3796851933002472,0.32910633087158203,0.3217349350452423,0.32321232557296753,0.33105579018592834,0.3181859850883484,0.315638929605484,0.29167506098747253,0.2804691195487976,0.2749306559562683,0.2609971761703491,0.27512985467910767,0.2524620592594147,0.2708941102027893,0.24198293685913086,0.24423235654830933,0.27883660793304443,0.27804094552993774,0.342408150434494,0.34258216619491577,0.3690353035926819,0.4634243845939636,0.4040471911430359,0.39245277643203735,0.3950101137161255,0.36166730523109436,0.34984883666038513,0.3538888692855835,0.31447863578796387,0.37642455101013184,0.3207073211669922,0.3152090907096863,392
0.5599692463874817,0.6515095233917236,0.6659612655639648,0.6899962425231934,0.5447635054588318,0.4865524172782898,0.5309633612632751,0.49195781350135803,0.515072226524353,0.48537760972976685,0.5159367322921753,0.4551317095756531,0.4685397744178772,0.40116721391677856,0.3479313850402832,0.34030279517173767,0.3364067077636719,0.3408070206642151,0.33579057455062866,0.33945032954216003,0.3084484338760376,0.30128613114356995,0.3010690212249756,0.2829420566558838,0.29230719804763794,0.2705800533294678,0.28382641077041626,0.260207861661911,0.2592114210128784,0.2859525978565216,0.29414719343185425,0.36111360788345337,0.35798242688179016,0.3807848393917084,0.4760402739048004,0.4127565026283264,0.3986855745315552,0.4003267288208008,0.35628384351730347,0.3647831976413727,0.3635655641555786,0.33283528685569763,0.38375669717788696,0.338256299495697,0.3234211206436157,399
0.47317320108413696,0.5288127660751343,0.5310338139533997,0.5447635054588318,0.6928572654724121,0.6368218660354614,0.6516438126564026,0.5303435921669006,0.4279444217681885,0.41581422090530396,0.43259769678115845,0.4014403820037842,0.415461003780365,0.3543248176574707,0.31554099917411804,0.31646984815597534,0.3134840726852417,0.31096547842025757,0.2965626120567322,0.30179929733276367,0.2795049548149109,0.2950837016105652,0.2990674078464508,0.2851470112800598,0.2919270098209381,0.2625631093978882,0.2749474048614502,0.24519364535808563,0.2411782443523407,0.2556425631046295,0.26129239797592163,0.3192640542984009,0.3132334351539612,0.3372693657875061,0.4390455186367035,0.45235392451286316,0.4886663556098938,0.5350903272628784,0.47342485189437866,0.394186794757843,0.34046152234077454,0.3386504650115967,0.3509202301502228,0.32958894968032837,0.3024888336658478,405
0.44576212763786316,0.4933660924434662,0.4802135229110718,0.4865524172782898,0.6368218660354614,0.6359046101570129,0.6302372813224792,0.4997541308403015,0.38281840085983276,0.3686932623386383,0.3991185128688812,0.37215176224708557,0.37891557812690735,0.3311340808868408,0.29630452394485474,0.28854918479919434,0.288151353597641,0.2854371964931488,0.2785293757915497,0.2780565619468689,0.25831419229507446,0.263711154460907,0.2698059678077698,0.25847128033638,0.27151983976364136,0.24364379048347473,0.2634115517139435,0.23721742630004883,0.23763057589530945,0.2513279914855957,0.2510121166706085,0.28827762603759766,0.2872314453125,0.3047718107700348,0.39603307843208313,0.42496275901794434,0.4737814664840698,0.5232799053192139,0.46699023246765137,0.38929688930511475,0.336190402507782,0.3212263286113739,0.33045756816864014,0.2999829649925232,0.2735670506954193,412
0.4879107177257538,0.5450481176376343,0.5332605838775635,0.5309633612632751,0.6516438126564026,0.6302372813224792,0.6904902458190918,0.5542633533477783,0.44916728138923645,0.40932154655456543,0.44919058680534363,0.40629667043685913,0.43347299098968506,0.365531325340271,0.3177599012851715,0.31871455907821655,0.312743604183197,0.317123144865036,0.3029423952102661,0.3020853102207184,0.28707456588745117,0.2998656630516052,0.3011396825313568,0.2881709337234497,0.29728734493255615,0.2676398754119873,0.2875869870185852,0.2551254630088806,0.25061750411987305,0.26861459016799927,0.27539539337158203,0.3231129050254822,0.31786444783210754,0.34447574615478516,0.4407309591770172,0.4585583209991455,0.4991300702095032,0.54949951171875,0.5019186735153198,0.42885446548461914,0.3794415593147278,0.3559930920600891,0.374119371175766,0.31908753514289856,0.2917245626449585,419
0.4457094371318817,0.49322962760925293,0.48601531982421875,0.49195781350135803,0.5303435921669006,0.4997541308403015,0.5542633533477783,0.5475425720214844,0.47351714968681335,0.42980828881263733,0.41965651512145996,0.39241376519203186,0.418430358171463,0.36216211318969727,0.32871145009994507,0.3329264521598816,0.33502864837646484,0.3515181541442871,0.3294582664966583,0.33343371748924255,0.3102090656757355,0.326787531375885,0.31678032875061035,0.3070489168167114,0.30807703733444214,0.2894887626171112,0.30470338463783264,0.2649235129356384,0.2589380145072937,0.2772902548313141,0.28419002890586853,0.3230558931827545,0.30613642930984497,0.3352060317993164,0.4208589196205139,0.4080660939216614,0.4236016869544983,0.4503774344921112,0.4179496169090271,0.3910455107688904,0.361532986164093,0.35800692439079285,0.38040903210639954,0.34500566124916077,0.31683024764060974,425
0.4415665864944458,0.48754656314849854,0.5056895017623901,0.515072226524353,0.4279444217681885,0.38281840085983276,0.44916728138923645,0.47351714968681335,0.5883024334907532,0.5749554634094238,0.5430939793586731,0.4879157543182373,0.46793460845947266,0.3739192485809326,0.3458341360092163,0.33855482935905457,0.3278629183769226,0.35216081142425537,0.31182801723480225,0.31324541568756104,0.29989737272262573,0.30307212471961975,0.30053287744522095,0.2883666455745697,0.28422611951828003,0.2704278230667114,0.2948707342147827,0.2660732865333557,0.26123157143592834,0.2853645086288452,0.2794114351272583,0.329633504152298,0.32743823528289795,0.32957780361175537,0.4011181592941284,0.3483988344669342,0.32468968629837036,0.32392776012420654,0.2939206659793854,0.3067929148674011,0.3118720054626465,0.30311089754104614,0.3880246877670288,0.3719891905784607,0.3835446536540985,432
0.4059946835041046,0.4496994912624359,0.4635254144668579,0.48537760972976685,0.41581422090530396,0.3686932623386383,0.40932154655456543,0.42980828881263733,0.5749554634094238,0.6486345529556274,0.5942556262016296,0.553727924823761,0.4963412880897522,0.39892733097076416,0.38090014457702637,0.37771838903427124,0.35648325085639954,0.3651861548423767,0.31785231828689575,0.31501299142837524,0.30228349566459656,0.30373677611351013,0.30278241634368896,0.30023109912872314,0.2922690510749817,0.279186487197876,0.2986467480659485,0.27962738275527954,0.2789727449417114,0.29845482110977173,0.304671972990036,0.3430192470550537,0.3467966318130493,0.3357459306716919,0.383648544549942,0.3364710807800293,0.31528240442276,0.31593987345695496,0.2722507119178772,0.28907662630081177,0.28847217559814453,0.30343034863471985,0.3979903757572174,0.4106521010398865,0.42737892270088196,439
