0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,TR_offset
0.6119130253791809,0.6022226214408875,0.5859675407409668,0.5705301761627197,0.5502959489822388,0.5282979011535645,0.4968523383140564,0.4705181121826172,0.46507278084754944,0.480042040348053,0.5048946142196655,0.5283480882644653,0.5405920147895813,0.5397331714630127,0.5123868584632874,0.48812827467918396,0.44613009691238403,0.4258185625076294,0.3984469771385193,0.4030454158782959,0.4197135865688324,0.4413142502307892,0.45861828327178955,0.44246575236320496,0.43321865797042847,0.42008310556411743,0.4023894667625427,0.3851644694805145,0.3826026916503906,0.4024154543876648,0.4198443293571472,0.4166383743286133,0.4110785126686096,0.3914368450641632,0.38610145449638367,0.3498798608779907,0.3418508470058441,0.3267132043838501,659
0.6022226214408875,0.6145309209823608,0.6133984327316284,0.6062527894973755,0.5867483615875244,0.5639472603797913,0.5329899787902832,0.5065147876739502,0.4988665282726288,0.5090957283973694,0.5293910503387451,0.5504515171051025,0.5633369088172913,0.5653233528137207,0.5396567583084106,0.5168027877807617,0.47305935621261597,0.45069390535354614,0.4187518358230591,0.41914868354797363,0.43378400802612305,0.45268142223358154,0.46853363513946533,0.45059382915496826,0.4404617249965668,0.4262697100639343,0.40559059381484985,0.38809695839881897,0.3863900303840637,0.40713435411453247,0.4245651364326477,0.41835975646972656,0.4149221181869507,0.39741629362106323,0.3955261707305908,0.36077404022216797,0.3535708487033844,0.3386812210083008,665
0.5859675407409668,0.6133984327316284,0.6334494948387146,0.63815838098526,0.6271408200263977,0.6028670072555542,0.5740407705307007,0.5492175817489624,0.5410007238388062,0.5475108623504639,0.559846043586731,0.5747202634811401,0.5844324827194214,0.5890963077545166,0.5650432705879211,0.5442997217178345,0.4992041289806366,0.4767541289329529,0.44167983531951904,0.4383077919483185,0.44919759035110474,0.46199601888656616,0.47340524196624756,0.45345842838287354,0.4432694911956787,0.42849645018577576,0.40535658597946167,0.3883432447910309,0.3888167142868042,0.4109570384025574,0.4277336299419403,0.4180278182029724,0.41422057151794434,0.3970225751399994,0.3964603543281555,0.3625601530075073,0.35624659061431885,0.34189286828041077,672
0.5705301761627197,0.6062527894973755,0.63815838098526,0.6606884002685547,0.6602632403373718,0.6363548040390015,0.6041525602340698,0.5748727321624756,0.5656279921531677,0.5700291395187378,0.5794973969459534,0.5921646952629089,0.6016699075698853,0.6087977886199951,0.5862952470779419,0.5677741765975952,0.5221230983734131,0.49882155656814575,0.4584348201751709,0.44942423701286316,0.4550105631351471,0.46252360939979553,0.47004902362823486,0.44882112741470337,0.43790459632873535,0.42220309376716614,0.39868274331092834,0.38307851552963257,0.38534051179885864,0.40758275985717773,0.42324256896972656,0.41145437955856323,0.40835660696029663,0.3929634690284729,0.394852876663208,0.36131858825683594,0.3543844223022461,0.3397238254547119,679
0.5502959489822388,0.5867483615875244,0.6271408200263977,0.6602632403373718,0.6742578744888306,0.6535943150520325,0.6251456141471863,0.5947256684303284,0.5837274193763733,0.5836091041564941,0.5854783654212952,0.5931137800216675,0.5985265970230103,0.6072741746902466,0.586641788482666,0.5713027119636536,0.5266517996788025,0.503917396068573,0.4620594382286072,0.4498175084590912,0.45097586512565613,0.45294782519340515,0.4558532238006592,0.4342802166938782,0.4235367178916931,0.4084344506263733,0.38637644052505493,0.372527539730072,0.3762655258178711,0.3978996276855469,0.4128838777542114,0.40135565400123596,0.3991914987564087,0.3858184516429901,0.3884425461292267,0.35499221086502075,0.3472210168838501,0.3323393166065216,685
0.5282979011535645,0.5639472603797913,0.6028670072555542,0.6363548040390015,0.6535943150520325,0.6464096903800964,0.631695568561554,0.611857533454895,0.5941901206970215,0.5839172601699829,0.5746733546257019,0.5763596296310425,0.5778695940971375,0.5877348184585571,0.570207953453064,0.5575977563858032,0.5129883885383606,0.49195849895477295,0.45189356803894043,0.44144725799560547,0.4416142702102661,0.43918126821517944,0.4372461140155792,0.4131861627101898,0.4028817415237427,0.3887617588043213,0.37017372250556946,0.3577788770198822,0.36346566677093506,0.3857649564743042,0.40308913588523865,0.39416053891181946,0.3918091058731079,0.3786996006965637,0.3793489933013916,0.3478834331035614,0.3396400511264801,0.3263999819755554,692
0.4968523383140564,0.5329899787902832,0.5740407705307007,0.6041525602340698,0.6251456141471863,0.631695568561554,0.6420501470565796,0.6397066116333008,0.6176661252975464,0.5927638411521912,0.5670651793479919,0.5587694644927979,0.5517640113830566,0.562280535697937,0.5456899404525757,0.5348880290985107,0.4889332056045532,0.471871018409729,0.43814706802368164,0.43311983346939087,0.43349581956863403,0.42477330565452576,0.4163472652435303,0.3888247013092041,0.38070327043533325,0.3692553639411926,0.3559681177139282,0.34612780809402466,0.3550332486629486,0.37794604897499084,0.3971945643424988,0.39077675342559814,0.3879621624946594,0.3756107985973358,0.3728198707103729,0.3444910943508148,0.33642578125,0.32581380009651184,699
0.4705181121826172,0.5065147876739502,0.5492175817489624,0.5748727321624756,0.5947256684303284,0.611857533454895,0.6397066116333008,0.6607677340507507,0.639360249042511,0.6087916493415833,0.5667082071304321,0.5483251214027405,0.5343502759933472,0.5448297262191772,0.5275224447250366,0.5162199139595032,0.46858319640159607,0.45589834451675415,0.4259016513824463,0.4255896210670471,0.4258531630039215,0.414304256439209,0.4016413688659668,0.3712642788887024,0.36407527327537537,0.35399559140205383,0.34452590346336365,0.33566468954086304,0.34689077734947205,0.37079501152038574,0.3924974203109741,0.3881632685661316,0.3837437629699707,0.3693503439426422,0.3620178997516632,0.3359304368495941,0.32831546664237976,0.3208044171333313,705
0.46507278084754944,0.4988665282726288,0.5410007238388062,0.5656279921531677,0.5837274193763733,0.5941901206970215,0.6176661252975464,0.639360249042511,0.633021891117096,0.61606764793396,0.5820662379264832,0.5620240569114685,0.5463734269142151,0.555169939994812,0.5342415571212769,0.5198440551757812,0.47078195214271545,0.4578084945678711,0.42677000164985657,0.4258083701133728,0.4257749021053314,0.41763031482696533,0.4073144495487213,0.3793806731700897,0.37249332666397095,0.3611838221549988,0.3494351804256439,0.33804836869239807,0.34856951236724854,0.37110525369644165,0.3902743458747864,0.3850610852241516,0.3815048336982727,0.3682847023010254,0.3611077070236206,0.3339594006538391,0.3262752890586853,0.3187711536884308,712
0.480042040348053,0.5090957283973694,0.5475108623504639,0.5700291395187378,0.5836091041564941,0.5839172601699829,0.5927638411521912,0.6087916493415833,0.61606764793396,0.6212916374206543,0.6024125814437866,0.5874000191688538,0.5730274319648743,0.5791923999786377,0.555073618888855,0.5373944044113159,0.4890402853488922,0.47300985455513,0.4376062750816345,0.43188244104385376,0.4313938617706299,0.4270310401916504,0.42131558060646057,0.396271675825119,0.38923728466033936,0.3754655718803406,0.3595932126045227,0.3449687063694,0.35377177596092224,0.3753073811531067,0.39191216230392456,0.3852221667766571,0.3822380304336548,0.3696024715900421,0.3640338182449341,0.33447104692459106,0.32646477222442627,0.31795474886894226,719
