0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,TR_offset
0.6425024271011353,0.6461890339851379,0.5955049395561218,0.5366445779800415,0.50206458568573,0.4900572597980499,0.49177518486976624,0.4643307328224182,0.46512916684150696,0.445757657289505,0.441949725151062,0.4073046147823334,0.37830424308776855,0.3420121669769287,0.3298807740211487,0.32919925451278687,0.33069679141044617,0.3217966854572296,0.3058948218822479,0.28676870465278625,0.2700732946395874,0.25836092233657837,0.25897151231765747,0.253937691450119,0.2602892518043518,0.25280678272247314,0.255941241979599,0.2608727812767029,0.2726121246814728,0.30178841948509216,0.321773886680603,0.35207507014274597,0.3896848261356354,0.4084964990615845,0.417123943567276,0.39935994148254395,0.39010089635849,0.3762865662574768,0.3616791367530823,0.3445822596549988,0.35152631998062134,0.3411405086517334,0.34181374311447144,379
0.6461890339851379,0.6725943088531494,0.6260048151016235,0.5635787844657898,0.5193349123001099,0.504511833190918,0.5098648071289062,0.48645704984664917,0.49191492795944214,0.47278085350990295,0.46927323937416077,0.4302811026573181,0.3952244222164154,0.3538591265678406,0.3358336091041565,0.3350713551044464,0.3345593214035034,0.331193745136261,0.31696826219558716,0.3011702299118042,0.2857225239276886,0.2751571238040924,0.27407902479171753,0.2660920023918152,0.26951074600219727,0.25985056161880493,0.2593071758747101,0.2624635398387909,0.2746585011482239,0.3080015778541565,0.3314324617385864,0.36262208223342896,0.4016537070274353,0.4202768802642822,0.42773571610450745,0.40618181228637695,0.39295393228530884,0.3801538348197937,0.366841197013855,0.35287755727767944,0.3599202036857605,0.34859412908554077,0.34673088788986206,385
0.5955049395561218,0.6260048151016235,0.6168678402900696,0.5858848690986633,0.5653455853462219,0.536419153213501,0.5192100405693054,0.4801933765411377,0.47397154569625854,0.45692867040634155,0.4533817172050476,0.4181435704231262,0.38450562953948975,0.34514039754867554,0.3271321654319763,0.3260487914085388,0.3229411840438843,0.3211395740509033,0.30967289209365845,0.30148398876190186,0.2923927307128906,0.28677690029144287,0.2848352789878845,0.274895042181015,0.2749596834182739,0.262517511844635,0.2579638361930847,0.25693756341934204,0.26650381088256836,0.29741090536117554,0.31889602541923523,0.34707480669021606,0.3865997791290283,0.41497302055358887,0.4363858699798584,0.43104326725006104,0.4224008619785309,0.4034024477005005,0.3731234073638916,0.3502998948097229,0.3505535423755646,0.34284651279449463,0.3378636837005615,392
0.5366445779800415,0.5635787844657898,0.5858848690986633,0.5950037837028503,0.6051740646362305,0.5660198926925659,0.5178594589233398,0.4575306475162506,0.438152551651001,0.42736244201660156,0.42658811807632446,0.3975851535797119,0.3677021563053131,0.33241385221481323,0.31590455770492554,0.31339704990386963,0.3095704913139343,0.30748873949050903,0.2973840534687042,0.29173940420150757,0.28625455498695374,0.2840648591518402,0.2835840880870819,0.27323347330093384,0.27274736762046814,0.26017680764198303,0.25586938858032227,0.2526180148124695,0.25971055030822754,0.2853366732597351,0.30372825264930725,0.32776984572410583,0.36582136154174805,0.40266868472099304,0.4402584135532379,0.45665594935417175,0.4573921263217926,0.4337402880191803,0.3872426152229309,0.353466272354126,0.3442293405532837,0.33618608117103577,0.32582661509513855,399
0.50206458568573,0.5193349123001099,0.5653455853462219,0.6051740646362305,0.6507397890090942,0.6066329479217529,0.5351847410202026,0.44867998361587524,0.41496288776397705,0.40606939792633057,0.40984946489334106,0.3843032121658325,0.35649389028549194,0.3227032423019409,0.3075242340564728,0.30573761463165283,0.3006598949432373,0.297055721282959,0.2872077226638794,0.2850550413131714,0.2837296724319458,0.28449583053588867,0.28472626209259033,0.27404114603996277,0.2733919024467468,0.25970324873924255,0.25476762652397156,0.24917200207710266,0.2547457218170166,0.2771044075489044,0.2929648756980896,0.31505563855171204,0.3534061908721924,0.3998001515865326,0.45258471369743347,0.48948028683662415,0.5013090372085571,0.47361570596694946,0.4123072326183319,0.3649224042892456,0.3474956154823303,0.3355585038661957,0.3191041350364685,405
0.4900572597980499,0.504511833190918,0.536419153213501,0.5660198926925659,0.6066329479217529,0.5824941396713257,0.5313392877578735,0.4572095274925232,0.4201434850692749,0.40518343448638916,0.4077385365962982,0.38450098037719727,0.3591580390930176,0.3268659710884094,0.3132099509239197,0.31446582078933716,0.3112146854400635,0.3087315559387207,0.2977892756462097,0.29550421237945557,0.2926320433616638,0.2924201488494873,0.2909223735332489,0.2812608480453491,0.28148430585861206,0.26819342374801636,0.26223936676979065,0.25574278831481934,0.26166850328445435,0.28247517347335815,0.2951418161392212,0.3144591450691223,0.3503676652908325,0.3926292657852173,0.43841367959976196,0.46791744232177734,0.47850313782691956,0.4576902687549591,0.40813562273979187,0.3690653443336487,0.3552641272544861,0.34269869327545166,0.32568711042404175,412
0.49177518486976624,0.5098648071289062,0.5192100405693054,0.5178594589233398,0.5351847410202026,0.5313392877578735,0.5311367511749268,0.5000438690185547,0.48189032077789307,0.45696142315864563,0.44648951292037964,0.41200852394104004,0.37930625677108765,0.34267932176589966,0.3286818563938141,0.3318481147289276,0.3267406225204468,0.32375502586364746,0.3100193738937378,0.30840784311294556,0.3050399422645569,0.30352941155433655,0.29907000064849854,0.28897038102149963,0.28936758637428284,0.27787110209465027,0.2715633809566498,0.2653532028198242,0.2712281346321106,0.2940075993537903,0.30735981464385986,0.3262779116630554,0.3581562936306,0.3874434232711792,0.4139058589935303,0.42069438099861145,0.42055726051330566,0.4071429371833801,0.3770364820957184,0.35518336296081543,0.35694563388824463,0.3550829291343689,0.3523038923740387,419
0.4643307328224182,0.48645704984664917,0.4801933765411377,0.4575306475162506,0.44867998361587524,0.4572095274925232,0.5000438690185547,0.5267822742462158,0.5385754704475403,0.5160512924194336,0.48597443103790283,0.43908581137657166,0.39701783657073975,0.3599615693092346,0.34711337089538574,0.3486044108867645,0.3385976254940033,0.3321884572505951,0.3148023188114166,0.3119642734527588,0.30734243988990784,0.30548208951950073,0.30003494024276733,0.2910357415676117,0.2913218140602112,0.28310534358024597,0.2786652445793152,0.27454179525375366,0.2809472680091858,0.3027879595756531,0.3160392642021179,0.33073437213897705,0.35405853390693665,0.3665657043457031,0.37357062101364136,0.36075055599212646,0.3486599624156952,0.3401423394680023,0.3258792459964752,0.32370448112487793,0.3436499238014221,0.3620688021183014,0.3802027404308319,425
0.46512916684150696,0.49191492795944214,0.47397154569625854,0.438152551651001,0.41496288776397705,0.4201434850692749,0.48189032077789307,0.5385754704475403,0.5924646854400635,0.5873875021934509,0.5549526214599609,0.4863355755805969,0.4252285957336426,0.3787463307380676,0.3639712929725647,0.36486518383026123,0.350249320268631,0.34032660722732544,0.3181971609592438,0.3121671676635742,0.3075021505355835,0.3047596216201782,0.3003007769584656,0.2902425527572632,0.29197534918785095,0.28705787658691406,0.28645485639572144,0.28497862815856934,0.29214516282081604,0.31592196226119995,0.3334330916404724,0.349601686000824,0.36619898676872253,0.3649495840072632,0.3591306209564209,0.3384549915790558,0.3222123980522156,0.3151695430278778,0.3075050115585327,0.31254827976226807,0.3448178470134735,0.37374067306518555,0.40568602085113525,432
0.445757657289505,0.47278085350990295,0.45692867040634155,0.42736244201660156,0.40606939792633057,0.40518343448638916,0.45696142315864563,0.5160512924194336,0.5873875021934509,0.6076902747154236,0.5863822102546692,0.513698399066925,0.44166600704193115,0.3915037214756012,0.37624698877334595,0.3774535059928894,0.3598569631576538,0.34716978669166565,0.321857213973999,0.31425362825393677,0.31041860580444336,0.3090362548828125,0.3053783178329468,0.2943851351737976,0.29482945799827576,0.28871193528175354,0.2882367670536041,0.28665369749069214,0.2956400513648987,0.3198409676551819,0.33863988518714905,0.3548211455345154,0.36639270186424255,0.36158597469329834,0.35446906089782715,0.33969295024871826,0.32707318663597107,0.32050180435180664,0.3108128011226654,0.3164297938346863,0.35017478466033936,0.38214924931526184,0.4139115810394287,439
