0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,TR_offset,offset
0.47472551465034485,0.4579697847366333,0.4472343325614929,0.3720515966415405,0.33456069231033325,0.35902082920074463,0.3366730213165283,0.31643176078796387,0.29321855306625366,0.28468936681747437,0.3183405101299286,0.32766273617744446,0.3543483018875122,0.3552115559577942,0.3774624466896057,0.3467578589916229,0.30233263969421387,0.28193026781082153,0.28452998399734497,0.2759820818901062,0.297860324382782,0.3134732246398926,0.30323922634124756,0.3162314295768738,0.3017768859863281,0.2924429774284363,0.2779847979545593,0.28082820773124695,0.34023529291152954,0.37062618136405945,0.38920360803604126,53,40
0.4579697847366333,0.5408504009246826,0.5256255865097046,0.4849740266799927,0.4464137554168701,0.46406006813049316,0.4333515167236328,0.41189703345298767,0.3701031804084778,0.34488028287887573,0.381868839263916,0.39624887704849243,0.4208057224750519,0.4246159791946411,0.4466612935066223,0.41434669494628906,0.37931936979293823,0.3580552041530609,0.3706429898738861,0.3662331998348236,0.38115838170051575,0.40391114354133606,0.3804512619972229,0.39681944251060486,0.37284713983535767,0.3554912209510803,0.3443102240562439,0.3400195837020874,0.4014495015144348,0.44260314106941223,0.4482653737068176,60,50
0.4472343325614929,0.5256255865097046,0.5544076561927795,0.5154187083244324,0.47619864344596863,0.46919381618499756,0.4382263422012329,0.41164520382881165,0.37000322341918945,0.3523761034011841,0.38903751969337463,0.40194666385650635,0.40850597620010376,0.42802655696868896,0.4357507526874542,0.41355130076408386,0.3840414583683014,0.3657611608505249,0.37400758266448975,0.3672524690628052,0.38353410363197327,0.392219603061676,0.3799041509628296,0.3822008967399597,0.3714664876461029,0.35086649656295776,0.33963561058044434,0.3360323905944824,0.39832523465156555,0.4418851137161255,0.4408479332923889,67,60
0.3720515966415405,0.4849740266799927,0.5154187083244324,0.6048053503036499,0.5706243515014648,0.5479331016540527,0.5084048509597778,0.4627075791358948,0.4076789915561676,0.38364309072494507,0.41031166911125183,0.423505961894989,0.46017003059387207,0.472616970539093,0.45638561248779297,0.4440363645553589,0.4228276312351227,0.408713161945343,0.4147043824195862,0.41797128319740295,0.42931267619132996,0.46303823590278625,0.44693049788475037,0.4363795518875122,0.3961244821548462,0.3618564009666443,0.3491538465023041,0.3338721990585327,0.3812471032142639,0.4212603271007538,0.43457090854644775,73,70
0.33456069231033325,0.4464137554168701,0.47619864344596863,0.5706243515014648,0.6097390055656433,0.5604700446128845,0.5153644680976868,0.47153085470199585,0.3983891010284424,0.38098418712615967,0.4045242369174957,0.4101768136024475,0.458484947681427,0.4680401086807251,0.44864562153816223,0.43684908747673035,0.40743768215179443,0.4052106440067291,0.40306276082992554,0.41922512650489807,0.42045536637306213,0.47160038352012634,0.44772258400917053,0.43138569593429565,0.38340798020362854,0.3389361798763275,0.32384490966796875,0.30211710929870605,0.33515480160713196,0.3807176947593689,0.3904998302459717,80,80
0.35902082920074463,0.46406006813049316,0.46919381618499756,0.5479331016540527,0.5604700446128845,0.6207802295684814,0.583305835723877,0.5591282248497009,0.4872369170188904,0.44269561767578125,0.46129029989242554,0.469764769077301,0.49129217863082886,0.49249696731567383,0.4869258999824524,0.4671666622161865,0.4572443962097168,0.4245457053184509,0.4390794038772583,0.4528846740722656,0.47645607590675354,0.5078456401824951,0.5053365230560303,0.5057311058044434,0.45908600091934204,0.41606923937797546,0.38795900344848633,0.359523743391037,0.39700615406036377,0.4392326772212982,0.43739616870880127,87,90
0.3366730213165283,0.4333515167236328,0.4382263422012329,0.5084048509597778,0.5153644680976868,0.583305835723877,0.581763505935669,0.5515494346618652,0.4825073778629303,0.42882752418518066,0.4412911534309387,0.4544207453727722,0.46124717593193054,0.46920090913772583,0.45950502157211304,0.44294261932373047,0.4367758631706238,0.40080729126930237,0.414345383644104,0.427823007106781,0.45683997869491577,0.4818840026855469,0.4841601252555847,0.4843825101852417,0.4509809613227844,0.4098559021949768,0.37858325242996216,0.35245198011398315,0.3842930793762207,0.42219632863998413,0.41729944944381714,93,100
0.31643176078796387,0.41189703345298767,0.41164520382881165,0.4627075791358948,0.47153085470199585,0.5591282248497009,0.5515494346618652,0.5953207015991211,0.5400350689888,0.48235177993774414,0.4879855513572693,0.4901558458805084,0.44398003816604614,0.4535735249519348,0.45696818828582764,0.4538755714893341,0.46980157494544983,0.4234462380409241,0.4363352656364441,0.4453697204589844,0.4840760827064514,0.4773557186126709,0.4967747926712036,0.49215441942214966,0.4860292673110962,0.447124183177948,0.42097270488739014,0.3846539258956909,0.4038517475128174,0.43083471059799194,0.40222597122192383,100,110
0.29321855306625366,0.3701031804084778,0.37000322341918945,0.4076789915561676,0.3983891010284424,0.4872369170188904,0.4825073778629303,0.5400350689888,0.6233677864074707,0.5547435879707336,0.5497500896453857,0.5404372215270996,0.41668277978897095,0.41076940298080444,0.4319438934326172,0.4352494180202484,0.4624430239200592,0.4334973692893982,0.4314727485179901,0.4346793591976166,0.4712944030761719,0.44114166498184204,0.4566798806190491,0.4760861396789551,0.5089271664619446,0.4822690486907959,0.46235018968582153,0.42428338527679443,0.4375554025173187,0.44151246547698975,0.40045133233070374,107,120
0.28468936681747437,0.34488028287887573,0.3523761034011841,0.38364309072494507,0.38098418712615967,0.44269561767578125,0.42882752418518066,0.48235177993774414,0.5547435879707336,0.550764799118042,0.5495409965515137,0.5335547924041748,0.41916438937187195,0.39588379859924316,0.3972666561603546,0.40490466356277466,0.42915791273117065,0.4106125831604004,0.40200209617614746,0.40625086426734924,0.44318705797195435,0.4173792898654938,0.42777764797210693,0.4399693012237549,0.46786975860595703,0.4381369650363922,0.4252094626426697,0.3954834043979645,0.4052046835422516,0.4059543013572693,0.36405032873153687,113,130
