offset,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
4,67.96263736263737,31.519827586206898,64.78432432432433,39.748000000000005,9.456521739130435,9.224782608695651,82.37423913043479,70.65021739130434,57.26304347826087,10.029782608695653,6.326630434782608,4.697282608695652,0.8588043478260871,0.22652173913043483,0.12293478260869566,0.3433695652173913,3.702934782608696,20.204891304347825,16.266847826086956,0.7084782608695651,11.019565217391303,14.393478260869566,3.0164130434782606,1.8682608695652174,0.3194565217391304,26.197717391304348,3.634782608695652,3.5126086956521743,1.298695652173913,0.8588043478260871,0.4398913043478261,0.0,8.051304347826088,0.11326086956521739,7.938043478260869,3.536413043478261,0.0,0.14554347826086958,3.1009782608695655,0.09206521739130435,1.5022826086956522,0.0,0.6039130434782609,0.22326086956521737,0.38065217391304346,0.08358695652173913,0.0,0.08358695652173913,0.0,0.0,0.0,0.0,4.453695652173913,1.172826086956522,0.057173913043478256,0.0,0.0776086956521739,0.0,0.8827173913043479,3.182282608695652,0.0,0.0,0.0,0.24369565217391304,0.05173913043478261,0.0,0.0,0.05173913043478261,2.0193478260869564,1.4059782608695652,0.26402173913043475,0.0,0.3493478260869565,0.0,0.08358695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776086956521739,0.21945652173913044,0.0,0.0,0.0,0.0,0.0,0.0,4.4215217391304344,15.79945652173913,0.3125,2.473478260869565,6.3703260869565215,7.4984782608695655,0.0,0.08358695652173913,1.3693478260869565,0.3814130434782609,2.356086956521739,11.434565217391304,0.0,0.0,0.0,0.0,0.0,9.718695652173913,6.969565217391305,0.6519565217391304,0.3170652173913044,0.1609782608695652,0.9766304347826086,0.6425,0.0
10,71.32896551724137,48.938095238095244,70.96346153846153,97.80666666666667,11.433333333333334,10.708,81.096,71.60799999999999,54.026666666666664,7.832999999999999,5.485333333333333,2.195333333333333,1.6676666666666666,0.3703333333333333,0.0,1.0436666666666665,2.3473333333333333,16.595333333333333,12.865666666666668,0.33399999999999996,12.764666666666667,11.917,4.091666666666667,2.539333333333333,1.0556666666666668,25.255333333333333,7.897333333333334,4.02,2.038,2.038,0.0,0.0,9.078666666666667,0.8333333333333334,8.245333333333333,3.5909999999999997,0.196,0.8333333333333334,3.3613333333333335,0.22233333333333333,0.6403333333333333,0.0,1.307,1.307,0.0,0.7406666666666666,0.7406666666666666,0.0,0.0,0.0,0.0,0.0,4.794666666666667,0.963,0.3703333333333333,0.0,0.0,0.0,0.22233333333333333,3.4983333333333335,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.5113333333333333,0.5113333333333333,0.0,0.0,0.0,0.0,2.2976666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.1390000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623333333333332,5.0616666666666665,19.040000000000003,0.5883333333333333,2.993666666666667,9.801333333333334,5.818333333333333,0.0,0.787,2.808,0.3703333333333333,4.708333333333333,9.913666666666668,0.0,0.0,0.0,0.0,0.0,6.931333333333333,4.462999999999999,0.44466666666666665,0.22233333333333333,0.0,1.0503333333333333,0.7513333333333333,0.0
20,70.15799999999999,22.92733333333333,57.4204,99.0,9.066666666666666,18.341,78.34033333333333,71.29666666666667,54.37566666666667,8.222,4.672333333333333,3.422333333333333,0.6943333333333332,0.0,0.5556666666666668,0.0,3.549666666666667,18.310333333333332,13.419333333333332,0.0,10.119,16.712333333333333,1.6006666666666667,2.2996666666666665,1.111,30.491,6.100333333333333,4.888333333333334,1.111,1.111,0.0,0.0,8.491999999999999,0.20833333333333334,7.807666666666666,3.422333333333333,0.8186666666666667,1.111,0.7336666666666666,0.0,2.777,0.0,0.9166666666666666,0.6943333333333332,0.0,0.9166666666666666,0.6943333333333332,0.0,0.0,0.0,0.0,0.0,3.6959999999999997,2.4459999999999997,0.4166666666666667,0.0,0.0,0.0,2.029333333333333,1.25,0.0,0.0,0.2776666666666667,0.2776666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.512,0.0,0.0,0.0,0.923,0.0,0.0,0.0,0.0,0.0,0.0,4.854333333333333,10.418666666666667,0.2776666666666667,3.1493333333333333,5.577333333333333,1.3886666666666665,0.303,0.0,2.989,0.7539999999999999,3.35,12.445666666666666,0.0,0.0,0.0,0.0,0.0,9.913333333333332,7.914,0.9090000000000001,0.0,0.0,0.25633333333333336,0.8333333333333334,0.0
30,81.07,18.093076923076925,73.91923076923078,40.2,10.866666666666667,11.635333333333334,83.37733333333334,68.94633333333333,53.46266666666667,5.001666666666667,2.506,1.9273333333333333,0.0,0.0,0.5786666666666667,0.0,2.4956666666666667,18.842666666666666,16.430333333333333,0.16666666666666666,12.227,13.940666666666665,2.0603333333333333,5.115666666666667,0.25633333333333336,26.287,3.8033333333333332,2.1109999999999998,0.5556666666666668,0.0,0.22233333333333333,0.3333333333333333,6.522,0.5156666666666666,5.784000000000001,2.0476666666666667,1.9796666666666667,0.25633333333333336,0.4166666666666667,0.0,0.923,0.0,2.256333333333333,1.1666666666666667,1.0896666666666666,1.6453333333333333,0.8333333333333334,0.812,0.0,0.0,0.5556666666666668,0.0,2.338,1.389,0.0,0.0,0.0,0.0,0.5556666666666668,0.5786666666666667,0.0,0.0,0.0,0.5786666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.779,0.0,0.0,0.0,0.0,0.0,0.0,0.47633333333333333,0.0,0.0,0.0,0.5896666666666667,0.0,0.0,0.25633333333333336,0.0,0.0,0.16666666666666666,9.508666666666667,12.725333333333333,0.0,5.2219999999999995,9.045666666666667,1.0896666666666666,0.2776666666666667,0.0,8.187,1.0963333333333334,4.849333333333333,12.165,0.0,0.0,0.0,0.0,0.0,7.8453333333333335,7.589,0.0,0.0,0.0,0.25633333333333336,0.0,0.0
40,81.46354838709676,34.22923076923077,75.63071428571428,48.21,11.6875,16.1121875,79.545625,66.1528125,52.25875,5.5646875,2.56875,1.4337499999999999,0.61375,0.0,0.5209375,0.0,2.9959375,17.90875,14.57375,0.2603125,13.0271875,11.806875,1.673125,4.91,0.0,21.8609375,4.561875,4.0353125,0.836875,0.61375,0.0,0.223125,7.555625,0.223125,7.3321875,2.1759375,2.735,0.0,0.7106250000000001,0.0,1.6259375,0.0,0.6303124999999999,0.18375,0.4465625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1690625,0.223125,0.0,0.0,0.223125,0.0,0.0,1.9459375,0.0,0.0,0.0,0.6771875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223125,0.0,0.0,0.63125,0.0,0.0,0.0,0.0,0.0,0.1115625,5.109375,16.216875,0.0,6.463125,8.3928125,1.360625,0.0,0.0,8.2528125,0.8828125,1.745,9.3959375,0.0,0.0,0.0,0.0,0.0,5.8725,5.7609375,0.1115625,0.0,0.0,0.0,0.0,0.0
50,85.01366666666667,70.25321428571428,47.035172413793106,1.0,12.333333333333334,7.870333333333334,82.481,67.51,55.20366666666666,6.536666666666666,4.509333333333333,2.1383333333333336,0.0,0.0,2.1626666666666665,0.0,2.0269999999999997,20.278666666666666,19.255,0.0,14.009666666666668,11.560666666666666,1.2863333333333336,4.142333333333333,0.13899999999999998,22.593,1.495,0.75,1.142,0.3333333333333333,0.392,0.4166666666666667,5.873666666666667,0.0,5.873666666666667,2.4413333333333336,1.5516666666666665,0.392,0.13899999999999998,0.0,0.7836666666666666,0.0,3.7333333333333334,0.0,2.806,3.039,0.0,2.111666666666667,0.43166666666666664,0.6743333333333333,0.5293333333333333,0.0,10.855666666666668,1.699,0.0,0.1753333333333333,0.5156666666666666,0.0,1.008,9.156,0.3333333333333333,0.0,0.0,6.473333333333333,0.0,0.0,0.0,0.0,0.8673333333333333,0.2776666666666667,0.5896666666666667,0.0,0.0,0.0,2.6043333333333334,0.47633333333333333,0.47633333333333333,0.0,0.0,0.0,0.0,0.38866666666666666,0.0,0.0,0.0,0.6546666666666667,0.0,0.0,0.15866666666666665,0.0,0.7539999999999999,0.37133333333333335,3.6093333333333333,13.181999999999999,1.8410000000000002,1.532,8.647333333333334,1.0076666666666667,0.7086666666666666,0.47633333333333333,3.1576666666666666,0.5153333333333333,3.2126666666666663,9.206333333333333,0.0,0.0,0.0,0.0,0.0,9.338666666666665,7.044333333333333,1.099,0.0,0.0,0.592,0.603,0.0
60,79.59066666666666,46.72666666666667,75.51464285714285,25.4125,11.416666666666666,8.428666666666667,85.87833333333333,72.49566666666666,54.775999999999996,7.005333333333334,3.046,2.2963333333333336,0.0,0.0,0.5830000000000001,0.0,3.9586666666666663,17.992666666666665,15.989,0.0,13.205333333333332,10.988,4.4030000000000005,3.778,0.0,25.486666666666668,6.579666666666666,3.1133333333333337,1.4123333333333332,0.541,0.7669999999999999,0.10433333333333333,9.602333333333332,0.0,9.602333333333332,2.2963333333333336,1.3936666666666668,0.8463333333333334,2.606333333333333,0.0,2.2113333333333336,0.0,1.1209999999999998,0.238,0.8830000000000001,1.1209999999999998,0.238,0.8830000000000001,0.25633333333333336,0.3703333333333333,0.0,0.0,4.9976666666666665,0.20833333333333334,0.0,0.0,0.0,0.0,0.20833333333333334,4.551333333333333,0.0,0.541,0.0,2.648,0.20833333333333334,0.0,0.0,0.20833333333333334,1.0846666666666667,0.0,1.0846666666666667,0.0,0.0,0.0,2.271666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.238,0.22233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.939666666666666,15.877333333333333,1.1393333333333333,4.524666666666667,12.970333333333334,1.3773333333333333,0.0,0.0,5.191333333333334,0.3253333333333333,3.4516666666666667,9.844333333333333,0.22233333333333333,0.22233333333333333,0.0,0.0,0.0,7.468666666666667,5.895666666666667,0.46166666666666667,0.0,0.0,0.22233333333333333,0.889,0.0
70,80.19533333333334,47.382173913043474,79.86892857142857,40.80411764705883,14.733333333333333,10.241333333333333,87.83,74.34766666666665,54.28633333333333,7.3516666666666675,3.884666666666667,1.5736666666666668,0.13899999999999998,0.0,1.895,0.2776666666666667,3.466666666666667,17.255999999999997,13.883000000000001,0.32433333333333336,16.052333333333333,9.280333333333335,3.521333333333333,4.456666666666666,0.5203333333333333,24.191,6.208333333333333,2.895,2.537,1.1826666666666668,0.9376666666666666,0.4166666666666667,11.771999999999998,0.672,10.043333333333333,4.401666666666667,0.8386666666666667,0.36633333333333334,1.5073333333333332,0.3143333333333333,1.8323333333333334,0.0,5.669666666666667,2.7863333333333333,2.8833333333333333,1.5826666666666667,0.16666666666666666,1.416,0.4166666666666667,0.8326666666666666,0.0,0.0,6.317666666666667,0.9933333333333333,0.0,0.0,0.2733333333333333,0.0,0.0,5.149333333333333,0.0,1.0436666666666665,0.0,2.3396666666666666,0.0,0.0,0.0,0.0,1.7606666666666666,0.4046666666666667,0.606,0.75,0.0,0.0,0.862,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2043333333333333,0.0,0.0,0.16666666666666666,0.0,0.15166666666666667,2.555333333333333,9.674666666666667,20.240333333333336,1.4036666666666666,4.840333333333334,12.283333333333333,1.1086666666666667,1.78,0.303,4.867999999999999,1.2926666666666666,4.1386666666666665,7.486,0.0,0.0,0.0,0.0,0.0,5.723666666666667,4.213333333333334,0.6706666666666666,0.0,0.0,0.13899999999999998,0.7016666666666667,0.0
80,83.83533333333334,64.61115384615385,54.58296296296297,50.0125,11.716666666666667,10.0,82.92333333333333,72.10733333333334,53.88433333333333,8.859333333333334,3.654333333333333,2.6266666666666665,0.0,0.0,0.115,0.7276666666666666,5.205,20.291,17.580666666666666,0.12333333333333334,13.262666666666666,11.697000000000001,1.588,2.0636666666666668,0.0,28.15666666666667,3.368,1.2586666666666668,3.2036666666666664,0.0,2.5786666666666664,0.625,8.4,0.15866666666666665,8.241,2.1546666666666665,1.913,1.2773333333333334,1.6366666666666667,0.115,1.268,0.0,0.8966666666666666,0.5593333333333333,0.3373333333333334,0.115,0.0,0.115,0.115,0.0,0.0,0.0,9.060333333333334,0.6746666666666667,0.0,0.0,0.0,0.0,0.0,8.107333333333333,0.0,0.0,0.0,3.4859999999999998,0.115,0.0,0.0,0.115,0.5153333333333333,0.0,0.31933333333333336,0.196,0.0,0.0,1.7136666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15866666666666665,2.0786666666666664,0.0,0.0,0.0,0.0,0.22233333333333333,0.0,5.3853333333333335,12.041666666666666,0.0,6.699333333333333,6.6723333333333334,0.0,0.115,0.0,1.3336666666666668,2.1959999999999997,2.7483333333333335,11.579333333333333,0.0,0.0,0.0,0.0,0.0,7.942666666666667,6.7,0.5043333333333333,0.0,0.0,0.6223333333333334,0.115,0.0
90,73.497,52.37227272727273,59.49541666666667,35.47727272727273,12.183333333333334,9.259333333333334,86.21833333333333,75.327,56.47933333333334,10.510666666666667,5.253333333333333,2.8133333333333335,0.0,0.0,0.9606666666666667,1.4793333333333334,5.257333333333333,17.92366666666667,14.991666666666667,0.13333333333333333,12.174333333333333,13.843666666666667,1.9393333333333334,3.3733333333333335,0.303,29.773666666666667,4.667,2.08,1.3556666666666668,0.0,0.5036666666666666,0.852,11.923333333333334,0.0,11.923333333333334,3.0403333333333338,4.307666666666666,0.414,2.587,0.0,0.942,0.13333333333333333,4.434666666666667,1.4423333333333332,2.992,1.5133333333333332,0.238,1.2753333333333334,0.0,0.2776666666666667,0.7196666666666667,0.0,6.225,0.9723333333333334,0.0,0.0,0.0,0.5556666666666668,0.4166666666666667,5.252666666666667,0.0,0.0,0.0,1.183,0.6486666666666667,0.0,0.0,0.6486666666666667,1.026,0.0,0.5223333333333333,0.5036666666666666,0.0,0.0,1.73,0.22233333333333333,0.0,0.0,0.0,0.0,0.0,0.2776666666666667,0.5556666666666668,0.111,0.0,0.7783333333333334,0.0,0.0,0.0,0.0,0.7936666666666667,0.13333333333333333,8.123333333333333,10.429333333333334,0.0,4.530333333333333,5.574,0.7006666666666668,0.0,0.303,3.3830000000000005,1.9780000000000002,3.114,11.793000000000001,0.0,0.0,0.0,0.0,0.0,7.4,6.816666666666666,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
